id,price,minimum_nights,maximum_nights,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification
12520,40.0,3,31,moderate,0,0
12521,268.0,3,1125,strict_14_with_grace_period,0,0
12522,160.0,3,1125,strict_14_with_grace_period,0,0
12523,193.0,3,1125,strict_14_with_grace_period,0,0
12524,133.0,3,1125,strict_14_with_grace_period,0,0
12525,161.0,3,1125,strict_14_with_grace_period,0,0
12526,107.0,3,1125,strict_14_with_grace_period,0,0
12527,133.0,3,1125,strict_14_with_grace_period,0,0
12528,193.0,3,1125,strict_14_with_grace_period,0,0
12529,107.0,3,1125,strict_14_with_grace_period,0,0
12530,107.0,3,1125,strict_14_with_grace_period,0,0
12531,133.0,3,1125,strict_14_with_grace_period,0,0
12532,268.0,3,1125,strict_14_with_grace_period,0,0
12533,268.0,3,1125,strict_14_with_grace_period,0,0
12534,386.0,3,1125,strict_14_with_grace_period,0,0
12535,24.0,1,1125,flexible,0,0
12536,29.0,2,30,strict_14_with_grace_period,0,0
12537,35.0,1,4,flexible,0,0
12538,75.0,3,1125,flexible,0,0
12539,130.0,1,1125,flexible,0,0
12540,50.0,1,27,strict_14_with_grace_period,0,0
12541,270.0,3,1125,strict_14_with_grace_period,0,0
12542,80.0,3,31,moderate,0,0
12543,99.0,1,200,moderate,0,0
12544,40.0,1,30,flexible,0,0
12545,86.0,1,1125,moderate,0,0
12546,75.0,3,1125,flexible,0,0
12547,95.0,3,365,flexible,0,1
12548,65.0,1,30,moderate,0,0
12549,95.0,3,1125,moderate,0,0
12550,20.0,5,1125,flexible,0,0
12551,90.0,3,1125,moderate,0,0
12552,36.0,1,60,strict_14_with_grace_period,0,0
12553,115.0,3,180,strict_14_with_grace_period,1,1
12554,182.0,3,1125,strict_14_with_grace_period,0,0
12555,50.0,2,1125,flexible,0,0
12556,140.0,3,30,moderate,0,0
12557,105.0,3,1125,moderate,0,0
12558,25.0,2,7,flexible,0,0
12559,20.0,31,31,moderate,0,0
12560,50.0,1,1125,strict_14_with_grace_period,0,0
12561,50.0,3,60,moderate,0,0
12562,120.0,2,1125,flexible,0,0
12563,230.0,2,1125,strict_14_with_grace_period,0,0
12564,134.0,1,1125,strict_14_with_grace_period,0,0
12565,38.0,2,1125,flexible,0,0
12566,70.0,3,1125,moderate,0,0
12567,50.0,2,1125,strict_14_with_grace_period,0,0
12568,150.0,3,1125,strict_14_with_grace_period,0,0
12569,40.0,4,90,strict_14_with_grace_period,0,0
12570,47.0,1,1125,moderate,0,0
12571,54.0,2,60,flexible,0,0
12572,90.0,1,27,strict_14_with_grace_period,0,0
12573,85.0,2,700,flexible,0,0
12574,30.0,1,1125,flexible,0,0
12575,15.0,3,30,moderate,0,0
12576,79.0,1,1125,strict_14_with_grace_period,0,0
12577,82.0,1,1125,flexible,0,0
12578,45.0,2,6,strict_14_with_grace_period,0,0
12579,17.0,2,1125,strict_14_with_grace_period,0,0
12580,145.0,2,1125,flexible,0,0
12581,60.0,14,125,flexible,0,0
12582,65.0,15,90,moderate,0,0
12583,80.0,2,1125,flexible,0,0
12584,99.0,2,1125,strict_14_with_grace_period,0,0
12585,65.0,2,1125,moderate,0,0
12586,80.0,1,1000,strict_14_with_grace_period,0,0
12587,60.0,3,1125,strict_14_with_grace_period,0,0
12588,60.0,2,1125,strict_14_with_grace_period,0,0
12589,110.0,2,1125,moderate,0,0
12590,70.0,3,60,moderate,0,0
12591,80.0,3,31,moderate,0,0
12592,65.0,1,1125,flexible,0,0
12593,80.0,3,31,moderate,0,0
12594,50.0,1,25,moderate,0,0
12595,45.0,2,1125,strict_14_with_grace_period,0,0
12596,60.0,1,1125,strict_14_with_grace_period,0,0
12597,160.0,3,40,moderate,0,0
12598,88.0,2,999,flexible,0,0
12599,88.0,2,730,strict_14_with_grace_period,0,0
12600,50.0,2,1125,flexible,0,0
12601,43.0,4,1125,strict_14_with_grace_period,0,0
12602,75.0,1,1125,moderate,0,0
12603,51.0,1,1125,moderate,0,0
12604,60.0,2,1125,moderate,0,0
12605,65.0,1,32,moderate,0,0
12606,28.0,2,1125,strict_14_with_grace_period,0,0
12607,80.0,2,4,moderate,0,0
12608,100.0,7,1125,strict_14_with_grace_period,0,0
12609,65.0,2,30,strict_14_with_grace_period,0,0
12610,50.0,2,1125,strict_14_with_grace_period,0,0
12611,100.0,2,1125,strict_14_with_grace_period,0,0
12613,200.0,3,1125,moderate,0,0
12614,110.0,2,15,flexible,0,0
12615,55.0,3,31,moderate,0,0
12616,100.0,7,1125,strict_14_with_grace_period,0,0
12617,22.0,2,50,moderate,0,0
12618,90.0,1,1125,flexible,0,0
12619,60.0,1,1125,flexible,0,0
12620,30.0,1,1125,flexible,0,0
12621,1169.0,1,365,super_strict_30,0,0
12622,70.0,3,31,moderate,0,0
12623,56.0,2,20,flexible,0,0
12624,26.0,2,1125,flexible,0,0
12625,99.0,1,1125,strict_14_with_grace_period,0,0
12626,78.0,3,1125,flexible,0,0
12627,50.0,1,1125,strict_14_with_grace_period,0,0
12628,70.0,1,1125,strict_14_with_grace_period,0,0
12629,75.0,2,999,flexible,0,0
12630,70.0,3,1125,moderate,0,0
12631,116.0,2,1125,moderate,0,0
12632,30.0,2,31,flexible,0,0
12633,67.0,2,7,flexible,0,0
12634,20.0,1,120,strict_14_with_grace_period,0,0
12636,13.0,3,120,strict_14_with_grace_period,0,0
12637,100.0,3,31,moderate,0,0
12638,90.0,3,1000,moderate,0,0
12639,200.0,2,1125,strict_14_with_grace_period,0,0
12640,110.0,3,1125,strict_14_with_grace_period,0,0
12641,75.0,15,1125,flexible,0,0
12642,130.0,3,1125,strict_14_with_grace_period,0,0
12643,23.0,30,30,flexible,0,0
12644,70.0,3,31,moderate,0,0
12645,220.0,4,10,strict_14_with_grace_period,0,0
12646,50.0,2,1125,strict_14_with_grace_period,0,0
12647,62.0,2,30,strict_14_with_grace_period,0,0
12648,36.0,26,1125,strict_14_with_grace_period,0,0
12649,160.0,3,20,moderate,0,0
12650,64.0,4,365,moderate,0,0
12651,37.0,1,8,flexible,0,0
12652,60.0,1,1125,strict_14_with_grace_period,0,0
12653,120.0,6,1125,flexible,0,0
12654,100.0,3,1125,flexible,0,0
12655,150.0,1,2,flexible,0,0
12656,50.0,2,1125,flexible,0,0
12657,55.0,1,27,strict_14_with_grace_period,0,0
12658,20.0,2,30,moderate,0,0
12659,110.0,3,30,moderate,0,0
12660,210.0,3,1125,strict_14_with_grace_period,0,0
12661,100.0,3,1125,flexible,0,0
12662,25.0,30,180,flexible,0,0
12663,89.0,4,35,moderate,0,0
12664,50.0,3,25,flexible,0,0
12665,99.0,2,1125,flexible,0,0
12666,20.0,2,1125,strict_14_with_grace_period,0,0
12667,50.0,1,1125,strict_14_with_grace_period,0,0
12668,25.0,1,1125,strict_14_with_grace_period,0,0
12669,75.0,1,1125,strict_14_with_grace_period,0,0
12670,35.0,1,1125,strict_14_with_grace_period,0,0
12671,35.0,1,1125,strict_14_with_grace_period,0,0
12672,35.0,1,1125,strict_14_with_grace_period,0,0
12673,35.0,1,1125,strict_14_with_grace_period,0,0
12674,150.0,3,30,flexible,0,0
12675,35.0,1,1125,strict_14_with_grace_period,0,0
12676,35.0,1,1125,strict_14_with_grace_period,0,0
12677,75.0,1,1125,strict_14_with_grace_period,0,0
12678,50.0,1,1125,strict_14_with_grace_period,0,0
12679,40.0,1,1125,strict_14_with_grace_period,0,0
12680,45.0,1,1125,strict_14_with_grace_period,0,0
12681,50.0,1,1125,strict_14_with_grace_period,0,0
12682,50.0,1,1125,strict_14_with_grace_period,0,0
12683,35.0,1,1125,strict_14_with_grace_period,0,0
12684,70.0,2,1125,strict_14_with_grace_period,0,0
12685,35.0,1,1125,strict_14_with_grace_period,0,0
12686,18.0,3,15,flexible,0,0
12687,160.0,3,30,flexible,0,0
12688,82.0,1,1125,strict_14_with_grace_period,0,0
12689,35.0,3,1125,moderate,0,0
12690,160.0,2,1125,moderate,0,0
12691,39.0,2,1125,strict_14_with_grace_period,0,0
12692,25.0,1,30,flexible,0,0
12693,70.0,3,300,moderate,0,0
12694,39.0,2,1125,flexible,0,0
12695,65.0,3,7,flexible,0,0
12696,150.0,3,30,strict_14_with_grace_period,0,0
12697,100.0,6,1125,flexible,0,0
12698,24.0,1,20,strict_14_with_grace_period,0,0
12699,33.0,2,90,moderate,0,0
12700,45.0,2,30,moderate,0,0
12701,89.0,4,300,moderate,0,0
12702,500.0,1,1125,strict_14_with_grace_period,0,0
12703,100.0,1,1125,flexible,0,0
12704,40.0,2,30,flexible,0,0
12705,45.0,2,1125,moderate,0,0
12706,50.0,1,20,moderate,0,0
12707,59.0,1,1125,moderate,0,0
12708,75.0,2,1125,flexible,0,0
12709,38.0,1,28,moderate,0,0
12710,30.0,1,4,flexible,0,0
12711,88.0,2,1125,strict_14_with_grace_period,0,0
12712,142.0,2,1125,strict_14_with_grace_period,0,0
12713,25.0,1,90,strict_14_with_grace_period,0,0
12714,85.0,1,1125,strict_14_with_grace_period,0,0
12715,85.0,3,9,flexible,0,0
12716,50.0,1,20,moderate,0,0
12717,75.0,2,300,flexible,0,0
12718,40.0,2,15,strict_14_with_grace_period,0,0
12719,35.0,25,1125,flexible,0,0
12720,20.0,1,1125,strict_14_with_grace_period,0,0
12721,29.0,1,90,strict_14_with_grace_period,0,0
12722,35.0,2,500,strict_14_with_grace_period,0,0
12723,30.0,1,1125,moderate,0,0
12724,120.0,3,32,strict_14_with_grace_period,0,0
12725,33.0,3,5,strict_14_with_grace_period,0,0
12726,49.0,3,1125,strict_14_with_grace_period,0,0
12727,30.0,2,10,strict_14_with_grace_period,0,0
12728,29.0,3,1125,flexible,0,0
12729,56.0,1,1125,moderate,0,0
12730,40.0,60,1125,strict_14_with_grace_period,0,0
12731,80.0,3,45,moderate,0,0
12732,17.0,3,1125,strict_14_with_grace_period,0,0
12733,330.0,2,1125,flexible,0,0
12734,79.0,4,1125,flexible,0,0
12735,40.0,1,10,flexible,0,0
12736,17.0,3,1125,strict_14_with_grace_period,0,0
12737,17.0,3,1125,strict_14_with_grace_period,0,0
12738,17.0,3,1125,strict_14_with_grace_period,0,0
12739,17.0,3,1125,flexible,0,0
12740,17.0,3,1125,strict_14_with_grace_period,0,0
12741,17.0,3,1125,strict_14_with_grace_period,0,0
12742,51.0,3,1125,strict_14_with_grace_period,0,0
12743,100.0,4,31,flexible,0,0
12744,20.0,1,20,strict_14_with_grace_period,0,0
12745,21.0,1,1125,strict_14_with_grace_period,0,0
12746,80.0,1,1125,flexible,0,0
12747,30.0,3,96,strict_14_with_grace_period,0,0
12748,51.0,2,1125,flexible,0,0
12749,37.0,2,1125,flexible,0,0
12750,30.0,1,1125,flexible,0,0
12751,17.0,3,1125,strict_14_with_grace_period,0,0
12752,250.0,2,1125,strict_14_with_grace_period,0,0
12753,60.0,3,1125,super_strict_60,0,0
12754,299.0,2,1125,moderate,0,0
12755,80.0,2,90,flexible,0,0
12756,20.0,1,1125,moderate,0,0
12757,38.0,1,1125,moderate,0,0
12758,34.0,1,1125,strict_14_with_grace_period,0,0
12759,35.0,3,1125,flexible,0,0
12760,40.0,1,1125,flexible,0,0
12761,75.0,14,1125,flexible,0,0
12762,500.0,2,1125,flexible,0,0
12763,250.0,1,1125,flexible,0,0
12764,50.0,2,1125,moderate,0,0
12765,30.0,2,1125,moderate,0,0
12766,120.0,2,5,flexible,0,0
12767,28.0,1,60,moderate,0,0
12768,125.0,1,1125,flexible,0,0
12769,51.0,2,1125,flexible,0,0
12770,77.0,2,1125,strict_14_with_grace_period,0,0
12771,117.0,2,1125,strict_14_with_grace_period,0,0
12772,45.0,3,1125,flexible,0,0
12773,119.0,1,30,moderate,0,0
12774,103.0,2,1125,strict_14_with_grace_period,0,0
12775,210.0,2,999,flexible,0,0
12776,100.0,2,31,flexible,0,0
12777,32.0,25,31,flexible,0,0
12778,55.0,3,30,moderate,0,0
12779,55.0,2,15,moderate,0,0
12780,65.0,5,95,super_strict_60,0,0
12781,70.0,1,1125,strict_14_with_grace_period,0,0
12782,44.0,2,30,moderate,0,0
12783,89.0,1,1125,flexible,0,0
12784,139.0,2,1125,strict_14_with_grace_period,0,0
12785,28.0,1,60,strict_14_with_grace_period,0,0
12786,36.0,1,1125,strict_14_with_grace_period,0,0
12787,180.0,1,2,flexible,0,0
12788,40.0,2,1125,flexible,0,0
12789,170.0,1,1125,strict_14_with_grace_period,0,0
12790,40.0,90,1125,flexible,0,0
12791,150.0,2,1125,moderate,0,0
12792,65.0,1,1125,flexible,0,0
12793,60.0,2,15,moderate,0,0
12794,70.0,1,1125,flexible,0,0
12795,110.0,1,1125,flexible,0,0
12796,99.0,1,30,strict_14_with_grace_period,0,0
12797,50.0,1,1125,strict_14_with_grace_period,0,0
12798,80.0,3,45,moderate,0,0
12799,45.0,5,1125,moderate,0,0
12800,40.0,1,15,flexible,0,0
12801,274.0,1,1125,moderate,0,0
12802,105.0,3,18,flexible,0,0
12803,30.0,1,1125,strict_14_with_grace_period,0,0
12804,180.0,1,1125,flexible,0,0
12805,39.0,2,5,strict_14_with_grace_period,0,0
12806,65.0,1,1125,strict_14_with_grace_period,0,0
12807,65.0,1,1125,flexible,0,0
12809,25.0,2,1125,strict_14_with_grace_period,0,0
12810,75.0,2,1125,moderate,0,0
12811,129.0,1,1125,flexible,0,0
12812,160.0,2,1125,flexible,0,0
12813,149.0,1,1125,strict_14_with_grace_period,0,0
12814,29.0,2,500,strict_14_with_grace_period,0,0
12815,149.0,1,1125,strict_14_with_grace_period,0,0
12816,79.0,1,1125,strict_14_with_grace_period,0,0
12817,149.0,1,1125,strict_14_with_grace_period,0,0
12818,90.0,2,1125,strict_14_with_grace_period,0,0
12819,60.0,5,1125,moderate,0,0
12820,30.0,3,15,flexible,0,0
12821,70.0,3,1000,moderate,0,0
12822,99.0,2,1125,moderate,0,0
12823,120.0,2,1125,strict_14_with_grace_period,0,0
12824,80.0,3,30,moderate,0,0
12825,499.0,1,40,moderate,0,0
12826,39.0,1,1125,flexible,0,0
12827,79.0,1,1125,strict_14_with_grace_period,0,0
12828,70.0,2,31,moderate,0,0
12829,100.0,2,1125,strict_14_with_grace_period,0,0
12830,369.0,1,1125,moderate,0,0
12832,60.0,1,1125,moderate,0,0
12833,60.0,1,1125,moderate,0,0
12834,55.0,1,1125,moderate,0,0
12835,70.0,1,1125,moderate,0,0
12836,47.0,3,1125,moderate,0,0
12837,50.0,1,1125,super_strict_30,0,0
12838,45.0,1,1125,moderate,0,0
12839,48.0,1,1125,moderate,0,0
12840,207.0,1,1125,strict_14_with_grace_period,0,0
12841,120.0,1,1125,moderate,0,0
12842,50.0,1,1125,strict_14_with_grace_period,0,0
12843,200.0,4,27,strict_14_with_grace_period,0,0
12844,47.0,1,1125,moderate,0,0
12845,84.0,30,1125,strict_14_with_grace_period,0,0
12846,180.0,2,60,strict_14_with_grace_period,0,0
12847,65.0,2,1125,flexible,0,0
12848,28.0,1,6,moderate,0,0
12849,5000.0,2,1125,strict_14_with_grace_period,0,0
12850,135.0,3,1125,strict_14_with_grace_period,0,0
12851,55.0,2,1125,strict_14_with_grace_period,0,0
12852,35.0,1,2,flexible,0,0
12853,250.0,1,1125,strict_14_with_grace_period,0,0
12854,70.0,3,31,moderate,0,0
12855,78.0,2,999,flexible,0,0
12856,140.0,1,1125,moderate,0,0
12857,130.0,1,1125,moderate,0,0
12858,169.0,1,1125,moderate,0,0
12859,90.0,1,1125,moderate,0,0
12860,110.0,1,1125,moderate,0,0
12861,62.0,2,28,moderate,0,0
12862,110.0,1,1125,moderate,0,0
12863,140.0,1,1125,moderate,0,0
12864,118.0,1,1125,moderate,0,0
12865,79.0,1,1125,strict_14_with_grace_period,0,0
12866,90.0,2,7,flexible,0,0
12867,75.0,3,30,moderate,0,0
12868,37.0,1,8,flexible,0,0
12869,149.0,1,1125,strict_14_with_grace_period,0,0
12870,65.0,2,365,moderate,0,0
12871,135.0,1,1125,moderate,0,0
12872,55.0,1,1125,flexible,0,0
12873,50.0,1,1125,flexible,0,0
12874,78.0,2,999,flexible,0,0
12875,55.0,2,1125,moderate,0,0
12876,110.0,1,1125,moderate,0,0
12877,90.0,2,1125,strict_14_with_grace_period,0,0
12878,200.0,1,60,strict_14_with_grace_period,0,0
12879,75.0,3,1125,moderate,0,0
12880,208.0,1,1125,strict_14_with_grace_period,0,0
12881,36.0,30,1125,flexible,0,0
12882,60.0,3,1125,flexible,0,0
12883,80.0,3,1125,moderate,0,0
12884,80.0,1,1125,moderate,0,0
12885,89.0,3,1125,moderate,1,0
12886,95.0,2,1125,moderate,0,0
12887,99.0,5,1125,moderate,0,0
12888,60.0,2,1125,moderate,0,0
12889,80.0,1,1125,flexible,0,0
12890,29.0,1,1125,strict_14_with_grace_period,0,0
12891,35.0,3,60,moderate,0,0
12892,27.0,3,1125,flexible,0,0
12893,27.0,3,60,flexible,0,0
12894,60.0,3,1125,moderate,0,0
12895,110.0,4,1124,strict_14_with_grace_period,0,0
12896,60.0,1,7,strict_14_with_grace_period,0,0
12897,73.0,2,1125,flexible,0,0
12899,57.0,3,300,moderate,0,0
12901,80.0,3,1125,strict_14_with_grace_period,0,0
12902,70.0,2,30,strict_14_with_grace_period,0,0
12903,85.0,2,1125,moderate,0,0
12904,250.0,3,3,flexible,0,0
12905,113.0,1,1125,flexible,0,0
12906,65.0,4,1125,moderate,0,0
12907,39.0,1,1125,strict_14_with_grace_period,0,0
12908,29.0,1,1125,strict_14_with_grace_period,0,0
12909,90.0,2,1125,moderate,0,0
12910,55.0,2,1125,moderate,0,0
12911,70.0,2,1125,moderate,0,0
12912,80.0,5,1125,flexible,0,0
12913,15.0,1,1125,moderate,0,0
12914,40.0,1,1125,moderate,0,0
12915,60.0,3,1125,moderate,0,0
12916,85.0,3,1125,strict_14_with_grace_period,0,0
12917,50.0,11,1125,flexible,0,0
12918,85.0,3,1125,strict_14_with_grace_period,0,0
12919,85.0,3,1125,strict_14_with_grace_period,0,0
12920,10.0,2,1125,flexible,0,0
12921,48.0,2,40,strict_14_with_grace_period,0,0
12922,700.0,1,7,flexible,0,0
12923,130.0,3,1125,moderate,0,0
12924,60.0,3,1000,moderate,0,0
12925,17.0,1,60,flexible,0,0
12926,30.0,2,30,strict_14_with_grace_period,0,0
12927,112.0,2,1125,moderate,0,0
12928,47.0,1,1125,strict_14_with_grace_period,0,0
12929,1169.0,1,365,moderate,0,0
12930,1169.0,1,365,moderate,0,0
12931,1169.0,1,365,moderate,0,0
12932,1169.0,1,365,moderate,0,0
12933,75.0,27,29,flexible,0,0
12934,163.0,1,1125,moderate,0,0
12935,109.0,1,1125,flexible,0,0
12936,180.0,2,1125,strict_14_with_grace_period,0,0
12937,95.0,2,1125,strict_14_with_grace_period,0,0
12938,60.0,2,33,strict_14_with_grace_period,0,0
12939,30.0,1,1125,flexible,0,0
12940,100.0,1,1125,strict_14_with_grace_period,0,0
12941,38.0,1,1125,moderate,0,0
12942,75.0,1,1125,strict_14_with_grace_period,0,0
12943,55.0,2,180,moderate,0,0
12944,60.0,3,31,moderate,0,0
12945,90.0,1,1125,moderate,0,0
12946,110.0,2,1125,moderate,0,0
12947,55.0,3,1125,strict_14_with_grace_period,0,0
12948,65.0,2,270,moderate,0,0
12949,85.0,3,1125,strict_14_with_grace_period,0,0
12950,50.0,1,1125,moderate,0,0
12951,220.0,4,1125,strict_14_with_grace_period,0,0
12952,99.0,2,1125,strict_14_with_grace_period,0,0
12953,100.0,2,1125,strict_14_with_grace_period,0,0
12954,90.0,2,1125,flexible,0,0
12955,30.0,7,31,flexible,0,0
12956,26.0,10,180,strict_14_with_grace_period,0,0
12957,260.0,2,30,moderate,0,0
12958,149.0,1,30,strict_14_with_grace_period,0,0
12959,25.0,60,1125,strict_14_with_grace_period,0,0
12960,63.0,1,27,strict_14_with_grace_period,0,0
12961,1169.0,1,365,moderate,0,0
12962,1169.0,3,365,moderate,0,0
12963,63.0,2,1125,moderate,0,0
12964,70.0,3,46,flexible,0,0
12965,100.0,3,1125,moderate,0,0
12966,26.0,2,3,flexible,0,0
12967,65.0,5,1125,moderate,0,0
12968,61.0,1,1125,strict_14_with_grace_period,0,0
12969,40.0,1,1125,moderate,0,0
12970,400.0,1,1125,flexible,0,0
12971,105.0,2,1125,flexible,0,0
12972,25.0,1,1125,strict_14_with_grace_period,0,0
12973,42.0,2,1125,moderate,0,0
12974,60.0,3,1125,moderate,0,0
12975,70.0,3,1125,moderate,0,0
12976,120.0,1,90,flexible,0,0
12977,81.0,1,1125,strict_14_with_grace_period,0,0
12978,120.0,2,1125,strict_14_with_grace_period,0,0
12979,130.0,1,1125,super_strict_30,1,1
12980,180.0,1,1125,moderate,0,0
12981,120.0,1,1125,moderate,0,0
12982,29.0,2,1125,strict_14_with_grace_period,0,0
12983,95.0,3,365,flexible,0,1
12984,40.0,1,1125,flexible,0,0
12985,150.0,1,1125,moderate,0,0
12986,80.0,1,1125,moderate,0,0
12987,1169.0,1,365,moderate,0,0
12989,35.0,2,1125,flexible,0,0
12990,190.0,1,10,flexible,0,0
12991,27.0,1,6,moderate,0,0
12992,55.0,3,1125,strict_14_with_grace_period,0,0
12993,120.0,2,14,flexible,0,0
12994,60.0,1,1125,moderate,0,0
12995,22.0,30,90,strict_14_with_grace_period,0,0
12996,170.0,1,1125,moderate,0,0
12997,29.0,1,1125,moderate,0,0
12998,68.0,2,1125,strict_14_with_grace_period,0,0
12999,68.0,1,1124,strict_14_with_grace_period,0,0
13000,70.0,2,29,strict_14_with_grace_period,0,0
13001,195.0,2,15,moderate,0,0
13002,20.0,1,1125,moderate,0,0
13003,59.0,1,1125,flexible,0,0
13004,22.0,1,1125,flexible,0,0
13005,11.0,1,90,strict_14_with_grace_period,0,0
13006,85.0,1,7,moderate,0,0
13007,150.0,2,30,moderate,0,0
13008,15.0,110,365,moderate,0,0
13009,70.0,1,30,strict_14_with_grace_period,0,0
13010,80.0,2,30,moderate,0,0
13011,90.0,20,1125,strict_14_with_grace_period,0,0
13012,999.0,1,1125,flexible,0,0
13013,49.0,2,365,strict_14_with_grace_period,0,0
13014,19.0,2,30,flexible,0,0
13015,49.0,2,365,strict_14_with_grace_period,0,0
13016,54.0,2,365,strict_14_with_grace_period,0,0
13017,49.0,2,365,strict_14_with_grace_period,0,0
13018,49.0,2,365,strict_14_with_grace_period,0,0
13019,49.0,2,365,strict_14_with_grace_period,0,0
13020,140.0,2,1125,moderate,0,0
13021,29.0,1,1125,moderate,0,0
13022,47.0,2,15,moderate,0,0
13023,65.0,10,1125,strict_14_with_grace_period,0,0
13024,10.0,1,1125,flexible,0,0
13025,50.0,5,360,moderate,0,0
13026,28.0,2,10,moderate,0,0
13027,205.0,1,1125,flexible,0,0
13028,34.0,1,1125,strict_14_with_grace_period,0,0
13029,205.0,1,1125,flexible,0,0
13030,205.0,1,1125,flexible,0,0
13031,132.0,1,1125,flexible,0,0
13032,132.0,1,1125,flexible,0,0
13033,161.0,1,1125,flexible,0,0
13034,29.0,1,1125,moderate,0,0
13035,30.0,2,1125,flexible,0,0
13036,74.0,2,1125,strict_14_with_grace_period,0,0
13037,120.0,2,1125,strict_14_with_grace_period,0,0
13038,110.0,1,1125,moderate,0,0
13039,25.0,1,5,flexible,0,0
13040,160.0,2,1125,moderate,0,0
13041,80.0,1,1125,flexible,0,0
13042,80.0,1,1125,flexible,0,0
13043,107.0,3,28,super_strict_60,0,0
13044,113.0,1,1125,moderate,0,0
13045,200.0,1,60,strict_14_with_grace_period,0,0
13046,30.0,2,1125,flexible,0,0
13047,46.0,1,1125,moderate,0,0
13048,68.0,2,8,strict_14_with_grace_period,0,0
13049,200.0,1,60,strict_14_with_grace_period,0,0
13050,200.0,1,60,strict_14_with_grace_period,0,0
13051,200.0,1,60,strict_14_with_grace_period,0,0
13052,60.0,1,4,flexible,0,0
13053,55.0,2,1125,moderate,0,0
13054,71.0,2,100,moderate,0,0
13055,38.0,1,1125,strict_14_with_grace_period,0,0
13056,120.0,3,30,moderate,0,0
13057,50.0,1,1125,strict_14_with_grace_period,0,0
13058,75.0,2,10,moderate,0,0
13059,170.0,1,1125,moderate,0,0
13060,170.0,1,1125,moderate,0,0
13061,80.0,2,60,moderate,0,0
13062,30.0,1,4,moderate,0,0
13063,50.0,1,1125,flexible,0,0
13064,27.0,2,3,flexible,0,0
13065,75.0,2,1125,strict_14_with_grace_period,0,0
13066,94.0,2,30,strict_14_with_grace_period,0,0
13067,27.0,2,2,strict_14_with_grace_period,0,0
13068,170.0,2,1125,flexible,0,0
13069,45.0,1,6,flexible,0,0
13070,115.0,1,1125,flexible,0,0
13071,25.0,2,1125,strict_14_with_grace_period,0,0
13072,112.0,1,1125,moderate,0,0
13073,81.0,2,1125,moderate,0,0
13074,60.0,1,1125,moderate,0,0
13075,125.0,3,1125,moderate,0,0
13076,100.0,3,1000,moderate,0,0
13077,18.0,110,365,moderate,0,0
13078,78.0,4,1125,strict_14_with_grace_period,0,0
13079,140.0,2,1125,strict_14_with_grace_period,0,0
13080,16.0,110,365,moderate,0,0
13081,75.0,15,1125,strict_14_with_grace_period,0,0
13082,50.0,3,1125,flexible,0,0
13083,43.0,2,1125,strict_14_with_grace_period,0,0
13084,19.0,1,90,moderate,0,0
13085,30.0,1,15,moderate,0,0
13086,60.0,2,3,moderate,0,0
13087,27.0,1,6,strict_14_with_grace_period,0,0
13088,88.0,2,500,super_strict_30,0,0
13089,154.0,4,500,super_strict_30,0,0
13090,134.0,4,500,super_strict_30,0,0
13091,82.0,1,500,super_strict_30,0,0
13092,142.0,4,1125,strict_14_with_grace_period,0,0
13093,69.0,2,31,moderate,0,0
13094,380.0,1,1125,super_strict_30,1,1
13095,400.0,7,1125,moderate,0,0
13096,150.0,1,60,strict_14_with_grace_period,0,0
13097,150.0,1,60,strict_14_with_grace_period,0,0
13098,73.0,2,1125,strict_14_with_grace_period,0,0
13099,50.0,3,1125,moderate,0,0
13100,50.0,2,1125,strict_14_with_grace_period,0,0
13101,80.0,5,30,flexible,0,0
13102,45.0,1,60,flexible,0,0
13103,250.0,1,1125,strict_14_with_grace_period,0,0
13104,11.0,60,180,moderate,0,0
13105,45.0,3,1125,flexible,0,0
13106,35.0,2,14,flexible,0,0
13107,55.0,1,27,strict_14_with_grace_period,0,0
13108,200.0,1,60,strict_14_with_grace_period,0,0
13109,150.0,1,60,strict_14_with_grace_period,0,0
13110,150.0,1,60,strict_14_with_grace_period,0,0
13111,200.0,1,60,strict_14_with_grace_period,0,0
13112,150.0,1,60,strict_14_with_grace_period,0,0
13113,80.0,2,90,flexible,0,0
13114,20.0,5,1125,flexible,0,0
13115,20.0,1,1125,flexible,0,0
13116,51.0,2,1125,flexible,0,0
13117,125.0,3,30,moderate,0,0
13118,110.0,3,1125,flexible,0,0
13119,95.0,2,1125,strict_14_with_grace_period,0,0
13121,48.0,1,1125,flexible,0,0
13122,15.0,130,365,moderate,0,0
13123,500.0,39,60,flexible,0,0
13124,65.0,3,1125,strict_14_with_grace_period,0,0
13125,50.0,1,15,flexible,0,0
13126,20.0,1,1125,flexible,0,0
13127,30.0,1,8,moderate,0,0
13128,400.0,2,1125,strict_14_with_grace_period,0,0
13129,15.0,2,1125,flexible,0,0
13130,16.0,2,1125,flexible,0,0
13131,70.0,1,1125,strict_14_with_grace_period,0,0
13132,71.0,1,900,moderate,0,0
13133,126.0,2,1125,moderate,0,0
13134,17.0,2,1125,moderate,0,0
13135,50.0,1,1125,moderate,0,0
13136,47.0,1,1125,moderate,0,0
13137,71.0,15,1125,flexible,0,0
13138,200.0,1,60,strict_14_with_grace_period,0,0
13139,350.0,7,28,flexible,0,0
13140,81.0,3,1125,strict_14_with_grace_period,0,0
13141,21.0,3,1460,strict_14_with_grace_period,0,0
