id,price,minimum_nights,maximum_nights,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification
16480,1500.0,1,2,flexible,0,0
16481,75.0,1,1125,moderate,0,0
16482,120.0,1,15,strict_14_with_grace_period,0,0
16483,35.0,2,1125,flexible,0,0
16484,30.0,1,1125,flexible,0,0
16485,200.0,1,1125,flexible,0,0
16486,35.0,1,1125,flexible,0,0
16487,400.0,1,1125,flexible,0,0
16488,500.0,1,7,flexible,0,0
16490,1169.0,1,365,moderate,0,0
16491,50.0,6,9,moderate,0,0
16492,25.0,1,1125,flexible,0,0
16493,900.0,1,1125,flexible,0,0
16494,70.0,1,99,moderate,0,0
16495,250.0,1,2,flexible,0,0
16496,105.0,2,1125,flexible,0,0
16497,31.0,3,1125,flexible,0,0
16498,800.0,3,3,flexible,0,0
16499,400.0,1,1125,flexible,0,0
16500,290.0,1,3,flexible,0,0
16501,55.0,4,32,flexible,0,0
16502,600.0,1,1125,flexible,0,0
16503,60.0,1,3,flexible,0,0
16504,900.0,1,1,flexible,0,0
16505,500.0,1,2,flexible,0,0
16506,300.0,2,1125,flexible,0,0
16507,50.0,3,4,strict_14_with_grace_period,0,0
16508,70.0,1,1125,flexible,0,0
16509,1500.0,2,1125,flexible,0,0
16510,35.0,1,3,flexible,0,0
16511,259.0,1,1,flexible,0,0
16512,200.0,1,3,flexible,0,0
16513,200.0,1,1125,flexible,0,0
16514,130.0,3,365,flexible,0,1
16515,91.0,1,1125,moderate,0,0
16516,50.0,2,3,flexible,0,0
16517,40.0,1,30,flexible,0,0
16518,600.0,1,1125,flexible,0,0
16519,110.0,1,6,flexible,0,0
16520,150.0,1,1125,flexible,0,0
16521,1500.0,1,1125,flexible,0,0
16522,250.0,1,3,flexible,0,0
16523,1000.0,1,1125,flexible,0,0
16524,35.0,1,1125,flexible,0,0
16525,86.0,1,28,moderate,0,0
16526,500.0,1,1,flexible,0,0
16527,1000.0,1,1,flexible,0,0
16528,225.0,1,1,flexible,0,0
16529,600.0,1,2,flexible,0,0
16530,30.0,1,10,moderate,0,0
16531,3500.0,2,1125,flexible,0,0
16532,45.0,1,1125,flexible,0,0
16533,135.0,1,4,flexible,0,0
16534,3990.0,1,3,flexible,0,0
16535,1200.0,1,2,flexible,0,0
16536,1111.0,1,1125,flexible,0,0
16537,235.0,1,1125,flexible,0,0
16538,200.0,1,1125,flexible,0,0
16539,75.0,1,1125,flexible,0,0
16540,350.0,1,1125,flexible,0,0
16541,180.0,20,1125,moderate,0,0
16542,60.0,1,1125,strict_14_with_grace_period,0,0
16543,200.0,2,7,strict_14_with_grace_period,0,0
16544,31.0,3,1124,moderate,0,0
16545,57.0,1,1125,moderate,0,0
16546,1000.0,1,1,flexible,0,0
16547,850.0,2,1125,flexible,0,0
16548,120.0,3,65,strict_14_with_grace_period,0,0
16549,1169.0,1,365,moderate,0,0
16550,200.0,1,3,flexible,0,0
16551,500.0,1,1,flexible,0,0
16552,150.0,1,1125,flexible,0,0
16553,52.0,1,1125,flexible,0,0
16554,50.0,2,99,strict_14_with_grace_period,0,0
16555,60.0,1,2,flexible,0,0
16556,500.0,1,1125,flexible,0,0
16557,1000.0,1,3,flexible,0,0
16558,65.0,1,10,moderate,0,0
16559,500.0,4,1125,flexible,0,0
16560,52.0,1,1125,flexible,0,0
16561,250.0,1,2,flexible,0,0
16562,110.0,5,1125,flexible,0,0
16563,33.0,3,1125,flexible,0,0
16564,90.0,2,15,flexible,0,0
16565,100.0,2,1125,moderate,0,0
16566,39.0,1,6,flexible,0,0
16567,64.0,2,1125,flexible,0,0
16568,400.0,2,1125,flexible,0,0
16569,350.0,1,1125,strict_14_with_grace_period,0,0
16570,270.0,3,1125,flexible,0,0
16571,300.0,2,30,flexible,0,0
16572,80.0,2,1125,strict_14_with_grace_period,0,0
16573,150.0,1,1125,flexible,0,0
16574,110.0,1,28,moderate,0,0
16575,500.0,2,1125,flexible,0,0
16576,70.0,4,1125,strict_14_with_grace_period,0,0
16577,75.0,1,2,flexible,0,0
16578,130.0,3,1125,flexible,0,0
16579,110.0,1,28,moderate,0,0
16580,25.0,1,7,flexible,0,0
16581,250.0,1,7,flexible,0,0
16582,800.0,1,1125,flexible,0,0
16583,55.0,1,1125,moderate,0,0
16584,150.0,1,5,flexible,0,0
16585,75.0,1,1125,strict_14_with_grace_period,0,0
16586,70.0,1,1125,strict_14_with_grace_period,0,0
16587,300.0,1,3,flexible,0,0
16588,600.0,1,3,flexible,0,0
16589,120.0,1,1125,flexible,0,0
16590,69.0,1,1125,moderate,0,0
16591,99.0,1,720,strict_14_with_grace_period,0,0
16592,300.0,1,1125,flexible,0,0
16593,100.0,2,999,flexible,0,0
16594,460.0,1,1125,flexible,0,0
16595,120.0,2,7,moderate,0,0
16596,750.0,1,1125,flexible,0,0
16597,750.0,1,1,flexible,0,0
16598,500.0,1,2,flexible,0,0
16599,75.0,1,15,strict_14_with_grace_period,0,0
16600,85.0,3,45,flexible,0,0
16601,1200.0,1,2,flexible,0,0
16602,83.0,1,1125,moderate,0,0
16603,79.0,1,1125,strict_14_with_grace_period,0,0
16604,60.0,1,1125,flexible,0,0
16605,32.0,1,8,flexible,0,0
16606,800.0,1,2,flexible,0,0
16607,200.0,1,1125,flexible,0,0
16608,35.0,1,10,flexible,0,0
16609,40.0,1,16,strict_14_with_grace_period,0,0
16610,300.0,1,2,flexible,0,0
16611,1200.0,1,1125,flexible,0,0
16612,120.0,2,7,flexible,0,0
16613,700.0,1,2,flexible,0,0
16614,25.0,2,7,flexible,0,0
16615,101.0,2,1125,strict_14_with_grace_period,0,0
16616,55.0,5,1125,strict_14_with_grace_period,0,0
16617,32.0,1,4,flexible,0,0
16618,250.0,3,1125,flexible,0,0
16619,25.0,1,10,flexible,0,0
16620,3000.0,1,1125,flexible,0,0
16621,40.0,1,1125,flexible,0,0
16622,40.0,1,1125,flexible,0,0
16623,60.0,3,1125,flexible,0,0
16624,35.0,1,1125,moderate,0,0
16625,350.0,1,1125,flexible,0,0
16626,3000.0,1,2,flexible,0,0
16627,600.0,2,2,flexible,0,0
16628,35.0,1,1125,strict_14_with_grace_period,0,0
16629,1900.0,1,7,flexible,0,0
16630,75.0,1,1125,strict_14_with_grace_period,0,0
16631,33.0,1,1125,flexible,0,0
16632,500.0,1,1125,flexible,0,0
16633,50.0,1,1125,flexible,0,0
16634,800.0,1,7,flexible,0,0
16635,300.0,1,7,flexible,0,0
16636,900.0,1,1,flexible,0,0
16637,85.0,1,5,strict_14_with_grace_period,0,0
16638,300.0,1,7,flexible,0,0
16639,300.0,1,1125,flexible,0,0
16640,65.0,2,1125,moderate,0,0
16641,150.0,1,1125,flexible,0,0
16642,30.0,3,1125,strict_14_with_grace_period,0,0
16643,30.0,3,1125,strict_14_with_grace_period,0,0
16644,65.0,2,6,flexible,0,0
16645,35.0,2,1125,flexible,0,0
16646,350.0,1,1125,flexible,0,0
16647,2500.0,1,1125,flexible,0,0
16648,75.0,1,4,flexible,0,0
16649,93.0,7,1125,moderate,0,0
16650,70.0,5,30,flexible,0,0
16651,400.0,1,1125,flexible,0,0
16652,600.0,1,1125,flexible,0,0
16653,35.0,3,4,moderate,0,0
16654,900.0,1,1,flexible,0,0
16655,100.0,1,1125,flexible,0,0
16656,69.0,1,30,moderate,0,0
16657,20.0,1,5,flexible,0,0
16658,450.0,1,2,flexible,0,0
16659,600.0,1,15,flexible,0,0
16660,98.0,1,1125,strict_14_with_grace_period,0,0
16661,16.0,1,7,moderate,0,0
16662,750.0,1,2,flexible,0,0
16663,150.0,1,3,flexible,0,0
16664,200.0,1,1125,flexible,0,0
16665,800.0,1,1125,flexible,0,0
16666,119.0,3,60,moderate,0,0
16667,98.0,1,1125,strict_14_with_grace_period,0,0
16668,400.0,1,15,flexible,0,0
16669,40.0,1,1125,flexible,0,0
16670,45.0,5,14,moderate,0,0
16671,35.0,1,7,flexible,0,0
16672,120.0,1,1125,strict_14_with_grace_period,0,0
16673,90.0,1,1125,flexible,0,0
16674,28.0,1,1125,strict_14_with_grace_period,0,0
16675,66.0,1,4,strict_14_with_grace_period,0,0
16676,26.0,1,7,flexible,0,0
16677,35.0,2,999,strict_14_with_grace_period,0,0
16678,30.0,2,1125,flexible,0,0
16679,104.0,1,1125,strict_14_with_grace_period,0,0
16680,54.0,2,1125,moderate,0,0
16681,25.0,10,1125,moderate,0,0
16682,28.0,2,1101,flexible,0,0
16683,35.0,1,9,strict_14_with_grace_period,0,0
16684,105.0,3,1000,moderate,0,0
16685,100.0,2,29,moderate,0,0
16686,95.0,3,1000,moderate,0,0
16687,20.0,1,16,strict_14_with_grace_period,0,0
16688,60.0,3,1125,strict_14_with_grace_period,0,0
16689,85.0,2,1125,strict_14_with_grace_period,0,0
16690,40.0,2,8,moderate,0,0
16691,50.0,1,4,moderate,0,0
16692,120.0,1,1125,moderate,0,0
16693,50.0,3,60,moderate,0,0
16694,95.0,3,1000,moderate,0,0
16695,85.0,2,1125,strict_14_with_grace_period,0,0
16696,105.0,3,1000,moderate,0,0
16697,195.0,3,1125,strict_14_with_grace_period,0,0
16698,40.0,3,60,moderate,0,0
16699,85.0,2,1125,flexible,0,0
16700,85.0,2,1125,flexible,0,0
16701,34.0,1,15,flexible,0,0
16702,36.0,1,1125,flexible,0,0
16703,114.0,3,1125,moderate,0,0
16704,24.0,2,1125,flexible,0,0
16705,40.0,1,3,flexible,0,0
16706,45.0,5,1125,strict_14_with_grace_period,0,0
16707,40.0,2,1125,flexible,0,0
16708,28.0,2,15,strict_14_with_grace_period,0,0
16709,15.0,10,1125,flexible,0,0
16710,25.0,2,30,flexible,0,0
16711,105.0,3,1000,moderate,0,0
16712,95.0,3,1000,moderate,0,0
16713,140.0,3,1000,moderate,0,0
16714,90.0,2,30,moderate,0,0
16715,135.0,1,1125,moderate,0,0
16716,50.0,1,1125,flexible,0,0
16717,116.0,1,1125,flexible,0,0
16718,30.0,2,3,flexible,0,0
16719,25.0,1,2,flexible,0,0
16720,35.0,1,7,flexible,0,1
16721,85.0,4,1125,flexible,0,0
16722,60.0,1,1125,flexible,0,0
16723,49.0,4,365,strict_14_with_grace_period,0,0
16724,55.0,2,1125,flexible,0,0
16725,72.0,1,30,moderate,0,0
16726,79.0,1,1125,moderate,0,0
16727,38.0,1,360,strict_14_with_grace_period,0,0
16728,25.0,10,1125,flexible,0,0
16729,60.0,1,1125,flexible,0,0
16730,85.0,2,20,moderate,0,0
16731,30.0,1,30,flexible,0,0
16732,100.0,10,1125,flexible,0,0
16733,30.0,1,15,moderate,0,0
16734,56.0,2,1125,moderate,0,0
16735,30.0,3,30,flexible,0,0
16736,34.0,1,5,strict_14_with_grace_period,0,0
16737,190.0,2,1125,flexible,0,0
16738,85.0,2,4,flexible,0,1
16739,65.0,2,1125,flexible,0,0
16740,85.0,3,1125,flexible,0,0
16741,55.0,2,1125,moderate,0,0
16742,100.0,3,1125,flexible,0,0
16743,120.0,4,20,flexible,0,0
16744,75.0,2,1125,flexible,0,0
16745,89.0,1,5,moderate,0,0
16747,13.0,12,1125,flexible,0,0
16748,16.0,1,1125,flexible,0,0
16749,11.0,10,1125,flexible,0,0
16750,12.0,10,1125,flexible,0,0
16751,280.0,3,31,flexible,0,0
16752,50.0,1,15,moderate,0,0
16753,115.0,2,30,flexible,0,0
16754,45.0,2,20,flexible,0,0
16755,300.0,1,1125,super_strict_30,1,1
16756,105.0,3,1000,moderate,0,0
16757,160.0,1,1125,strict_14_with_grace_period,0,0
16758,105.0,3,1000,moderate,0,0
16759,95.0,3,1000,moderate,0,0
16760,40.0,15,30,flexible,0,0
16761,95.0,3,1000,moderate,0,0
16762,95.0,3,1000,moderate,0,0
16763,42.0,1,7,flexible,0,0
16764,300.0,1,30,strict_14_with_grace_period,0,0
16765,33.0,1,1125,moderate,0,0
16766,59.0,1,30,moderate,0,0
16767,258.0,7,1125,strict_14_with_grace_period,0,0
16768,155.0,7,365,strict_14_with_grace_period,0,0
16769,59.0,1,1125,strict_14_with_grace_period,0,0
16770,59.0,1,1125,strict_14_with_grace_period,0,0
16771,24.0,1,7,flexible,0,0
16772,55.0,2,15,moderate,0,0
16773,28.0,1,1125,flexible,0,0
16774,110.0,3,365,flexible,0,1
16775,95.0,2,60,strict_14_with_grace_period,0,0
16776,1169.0,1,365,moderate,0,0
16777,40.0,1,1125,flexible,0,0
16778,40.0,2,15,flexible,0,0
16779,100.0,1,1125,flexible,0,0
16780,90.0,7,1125,flexible,0,0
16781,96.0,3,1125,strict_14_with_grace_period,0,0
16782,37.0,3,10,flexible,0,0
16783,75.0,5,1125,strict_14_with_grace_period,0,0
16784,45.0,1,1125,moderate,0,0
16785,30.0,1,30,strict_14_with_grace_period,0,0
16786,100.0,1,1125,flexible,0,0
16787,85.0,2,30,flexible,0,0
16788,30.0,25,59,flexible,0,0
16789,22.0,85,200,flexible,0,0
16790,55.0,2,30,strict_14_with_grace_period,0,0
16791,180.0,1,1125,flexible,0,0
16792,40.0,2,2,flexible,0,0
16793,50.0,2,60,flexible,0,0
16794,70.0,3,5,flexible,0,0
16795,115.0,2,1125,flexible,0,0
16796,20.0,6,100,strict_14_with_grace_period,0,0
16797,46.0,1,1125,strict_14_with_grace_period,0,0
16798,130.0,2,1125,strict_14_with_grace_period,0,0
16799,30.0,1,1125,moderate,0,0
16800,160.0,1,2,moderate,0,0
16801,25.0,1,1125,flexible,0,0
16802,25.0,1,1125,flexible,0,0
16803,25.0,1,1125,flexible,0,0
16804,22.0,1,365,strict_14_with_grace_period,0,0
16805,65.0,1,1125,moderate,0,0
16806,30.0,1,100,strict_14_with_grace_period,0,0
16807,15.0,1,1125,flexible,0,0
16808,45.0,1,1125,strict_14_with_grace_period,0,0
16809,70.0,5,1125,strict_14_with_grace_period,0,0
16810,49.0,1,1125,strict_14_with_grace_period,0,0
16811,25.0,1,1125,flexible,0,0
16812,28.0,2,30,moderate,0,0
16813,69.0,1,31,moderate,0,0
16814,28.0,1,7,moderate,0,0
16815,38.0,2,3,flexible,0,0
16816,19.0,7,1125,flexible,0,0
16817,50.0,1,1125,strict_14_with_grace_period,0,0
16818,100.0,8,1125,flexible,0,0
16819,80.0,2,30,flexible,0,0
16820,65.0,3,1125,moderate,0,0
16821,45.0,1,1125,moderate,0,0
16822,150.0,1,1125,strict_14_with_grace_period,0,0
16823,90.0,1,1125,flexible,0,0
16824,43.0,2,1125,strict_14_with_grace_period,0,0
16825,105.0,3,1000,moderate,0,0
16826,105.0,3,1000,moderate,0,0
16827,1169.0,1,365,moderate,0,0
16828,1169.0,1,365,moderate,0,0
16829,100.0,3,1000,moderate,0,0
16830,43.0,2,1125,strict_14_with_grace_period,0,0
16831,50.0,7,30,flexible,0,0
16832,60.0,2,1125,strict_14_with_grace_period,0,0
16833,99.0,6,1125,flexible,0,0
16834,29.0,2,500,strict_14_with_grace_period,0,0
16835,53.0,2,1125,flexible,0,0
16836,30.0,30,1125,flexible,0,0
16837,45.0,7,1125,flexible,0,0
16838,70.0,1,1125,moderate,0,0
16839,150.0,3,30,strict_14_with_grace_period,0,0
16840,79.0,3,60,moderate,0,0
16841,21.0,1,1125,strict_14_with_grace_period,0,0
16842,87.0,5,15,moderate,0,0
16843,89.0,2,1125,flexible,0,0
16844,30.0,1,10,moderate,0,0
16845,50.0,2,1125,flexible,0,0
16846,155.0,7,1125,strict_14_with_grace_period,0,0
16847,43.0,2,1125,strict_14_with_grace_period,0,0
16848,43.0,2,1125,strict_14_with_grace_period,0,0
16849,105.0,3,1000,moderate,0,0
16850,200.0,3,1000,moderate,0,0
16851,30.0,4,4,moderate,0,0
16852,70.0,3,1000,moderate,0,0
16853,47.0,2,1125,strict_14_with_grace_period,0,0
16854,193.0,3,1125,strict_14_with_grace_period,0,0
16855,95.0,2,1125,flexible,0,0
16856,80.0,3,1000,moderate,0,0
16857,43.0,2,1125,strict_14_with_grace_period,0,0
16858,47.0,2,1125,strict_14_with_grace_period,0,0
16859,350.0,7,1125,moderate,0,0
16860,35.0,2,1000,moderate,0,0
16861,52.0,2,1125,strict_14_with_grace_period,0,0
16862,27.0,1,31,strict_14_with_grace_period,0,0
16863,125.0,4,14,flexible,0,0
16864,999.0,1,15,flexible,0,0
16865,30.0,2,1125,moderate,0,0
16866,140.0,3,20,strict_14_with_grace_period,0,0
16867,70.0,1,30,flexible,0,0
16868,87.0,2,29,flexible,0,0
16869,30.0,2,1125,moderate,0,0
16870,23.0,1,1125,strict_14_with_grace_period,0,0
16871,165.0,1,1125,flexible,0,0
16872,69.0,1,27,strict_14_with_grace_period,0,0
16873,105.0,1,10,flexible,0,0
16874,35.0,1,1125,flexible,0,0
16875,250.0,1,7,flexible,0,0
16876,65.0,2,30,strict_14_with_grace_period,0,0
16877,56.0,1,1125,flexible,0,0
16878,95.0,3,1000,moderate,0,0
16879,70.0,2,1125,strict_14_with_grace_period,0,0
16880,80.0,2,1125,moderate,0,0
16881,95.0,3,1000,moderate,0,0
16882,130.0,2,1125,moderate,0,0
16883,35.0,2,1125,flexible,0,0
16884,200.0,2,1125,flexible,0,0
16885,200.0,2,28,flexible,0,0
16886,200.0,1,28,flexible,0,0
16887,200.0,1,28,flexible,0,0
16888,200.0,1,28,flexible,0,0
16889,200.0,2,28,flexible,0,0
16890,100.0,3,1000,moderate,0,0
16891,140.0,2,1125,flexible,0,0
16892,999.0,1,1125,moderate,0,0
16893,100.0,3,1125,moderate,0,0
16894,999.0,1,1125,moderate,0,0
16895,100.0,3,1000,moderate,0,0
16896,21.0,1,7,strict_14_with_grace_period,0,0
16897,55.0,3,265,flexible,0,0
16898,70.0,4,1125,moderate,0,0
16899,70.0,3,14,flexible,0,0
16900,40.0,1,3,flexible,0,0
16901,15.0,1,1125,moderate,0,0
16902,40.0,1,1125,flexible,0,0
16903,40.0,1,1125,flexible,0,0
16904,50.0,1,1125,flexible,0,0
16905,40.0,1,1125,flexible,0,0
16906,105.0,3,1125,moderate,0,0
16907,95.0,3,1000,moderate,0,0
16908,95.0,3,1000,moderate,0,0
16909,69.0,2,15,strict_14_with_grace_period,0,0
16910,210.0,2,1125,strict_14_with_grace_period,0,0
16911,100.0,3,1000,moderate,0,0
16912,25.0,30,30,flexible,0,0
16913,130.0,2,30,strict_14_with_grace_period,0,0
16914,33.0,2,30,strict_14_with_grace_period,0,0
16915,100.0,3,1000,moderate,0,0
16916,30.0,2,1125,moderate,0,0
16917,95.0,3,1000,moderate,0,0
16918,55.0,1,1125,strict_14_with_grace_period,0,0
16919,74.0,2,10,moderate,0,0
16920,16.0,9,1125,flexible,0,0
16921,999.0,1,1125,moderate,0,0
16922,999.0,1,1125,moderate,0,0
16923,999.0,1,1125,moderate,0,0
16924,999.0,1,1125,moderate,0,0
16925,999.0,1,1125,moderate,0,0
16926,999.0,1,1125,moderate,0,0
16927,999.0,1,1125,moderate,0,0
16928,80.0,5,1125,flexible,0,0
16929,16.0,1,1125,flexible,0,0
16930,102.0,1,1125,flexible,0,0
16931,30.0,3,60,moderate,0,0
16932,623.0,1,1125,moderate,0,0
16933,200.0,2,60,flexible,0,0
16934,78.0,1,31,moderate,0,0
16935,85.0,2,30,flexible,0,0
16936,600.0,2,1125,strict_14_with_grace_period,0,0
16937,350.0,1,1125,strict_14_with_grace_period,0,0
16938,120.0,1,1125,strict_14_with_grace_period,0,0
16939,30.0,5,1125,flexible,0,0
16940,350.0,1,1125,strict_14_with_grace_period,0,0
16942,350.0,1,1125,strict_14_with_grace_period,0,0
16943,350.0,1,1125,strict_14_with_grace_period,0,0
16944,350.0,1,1125,strict_14_with_grace_period,0,0
16945,80.0,5,1125,flexible,0,0
16946,19.0,1,40,flexible,0,0
16947,103.0,1,1125,strict_14_with_grace_period,0,0
16948,30.0,1,1125,flexible,0,0
16949,19.0,1,40,flexible,0,0
16950,70.0,2,1125,strict_14_with_grace_period,0,0
16951,40.0,7,1125,strict_14_with_grace_period,0,0
16952,50.0,5,1125,flexible,0,0
16953,100.0,1,1125,flexible,0,0
16954,15.0,1,1125,flexible,0,0
16955,50.0,1,1125,moderate,0,0
16956,75.0,2,1125,strict_14_with_grace_period,0,0
16957,50.0,2,180,moderate,0,0
16958,80.0,3,1125,strict_14_with_grace_period,0,0
16959,60.0,1,1125,strict_14_with_grace_period,0,0
16960,65.0,2,30,strict_14_with_grace_period,0,0
16961,25.0,2,14,flexible,0,0
16962,33.0,1,1125,moderate,0,0
16963,59.0,5,500,strict_14_with_grace_period,0,0
16964,70.0,2,1125,moderate,0,0
16965,24.0,2,7,flexible,0,0
16966,160.0,15,15,flexible,0,0
16967,35.0,1,1125,flexible,0,0
16968,59.0,2,1125,moderate,0,0
16969,80.0,2,7,flexible,0,0
16970,45.0,180,365,flexible,0,0
16971,246.0,1,1125,moderate,0,0
16972,80.0,2,1125,flexible,0,0
16973,120.0,4,1125,flexible,0,0
16974,600.0,2,1125,strict_14_with_grace_period,0,0
16975,100.0,2,1125,flexible,0,0
16976,105.0,3,1125,flexible,0,0
16977,65.0,2,1125,flexible,0,0
16978,400.0,2,1125,strict_14_with_grace_period,0,0
16979,400.0,2,1125,strict_14_with_grace_period,0,0
16980,95.0,4,1125,moderate,0,0
16981,50.0,3,1125,moderate,0,0
16982,55.0,5,500,strict_14_with_grace_period,0,0
16983,75.0,5,1125,strict_14_with_grace_period,0,0
16984,40.0,5,1125,strict_14_with_grace_period,0,0
16985,59.0,2,1125,moderate,0,0
16986,40.0,5,1125,strict_14_with_grace_period,0,0
16987,39.0,2,1125,moderate,0,0
16988,45.0,5,500,strict_14_with_grace_period,0,0
16989,75.0,2,200,flexible,0,0
16990,45.0,15,1125,flexible,0,0
16991,154.0,30,1125,flexible,0,0
16992,77.0,30,1125,flexible,0,0
16993,35.0,5,1125,strict_14_with_grace_period,0,0
16994,25.0,7,1125,moderate,0,0
16995,45.0,5,1125,strict_14_with_grace_period,0,0
16996,28.0,2,1125,strict_14_with_grace_period,0,0
16997,99.0,30,1125,flexible,0,0
16998,60.0,1,1125,flexible,0,0
16999,64.0,1,1125,strict_14_with_grace_period,0,0
17000,100.0,1,1125,moderate,0,0
17001,90.0,2,1125,moderate,0,0
17002,175.0,2,45,strict_14_with_grace_period,0,0
17003,50.0,1,1125,flexible,0,0
17004,25.0,1,1125,flexible,0,0
17005,40.0,5,1125,strict_14_with_grace_period,0,0
17006,350.0,1,1125,strict_14_with_grace_period,0,0
17007,350.0,1,1125,strict_14_with_grace_period,0,0
17008,350.0,1,1125,strict_14_with_grace_period,0,0
17010,25.0,1,1125,flexible,0,0
17011,350.0,1,1125,strict_14_with_grace_period,0,0
17012,350.0,1,1125,strict_14_with_grace_period,0,0
17013,80.0,32,180,strict_14_with_grace_period,0,0
17014,155.0,2,1125,flexible,0,0
17015,75.0,2,365,moderate,0,0
17016,20.0,3,1125,strict_14_with_grace_period,0,0
17017,130.0,3,90,moderate,0,0
17018,55.0,5,1125,strict_14_with_grace_period,0,0
17019,65.0,5,1125,strict_14_with_grace_period,0,0
17020,83.0,30,1125,flexible,0,0
17021,143.0,30,1125,flexible,0,0
17022,95.0,2,300,strict_14_with_grace_period,0,0
17023,23.0,1,1125,flexible,0,0
17024,25.0,1,10,moderate,0,0
17025,38.0,1,30,moderate,0,0
17026,100.0,3,30,flexible,0,0
17027,55.0,4,1125,strict_14_with_grace_period,0,0
17028,30.0,1,15,flexible,0,0
17029,63.0,3,1125,moderate,0,0
17030,50.0,3,1125,flexible,0,0
17031,84.0,3,330,moderate,0,0
17032,100.0,1,14,flexible,0,0
17033,60.0,1,7,flexible,0,0
17034,68.0,2,90,moderate,0,0
17035,19.0,1,1125,flexible,0,0
17036,120.0,1,1125,flexible,0,0
17037,60.0,3,1125,flexible,0,0
17038,138.0,30,1125,flexible,0,0
17039,60.0,3,365,moderate,0,0
17040,121.0,30,1125,flexible,0,0
17041,80.0,3,1125,moderate,0,0
17042,35.0,7,62,strict_14_with_grace_period,0,0
17043,90.0,2,1125,flexible,0,0
17044,94.0,30,1125,flexible,0,0
17045,83.0,30,1125,flexible,0,0
17046,35.0,7,62,strict_14_with_grace_period,0,0
17047,80.0,3,1125,moderate,0,0
17048,18.0,1,20,flexible,0,0
17049,45.0,3,1125,flexible,0,0
17050,45.0,5,1125,strict_14_with_grace_period,0,0
17051,75.0,2,1125,moderate,0,0
17052,20.0,1,1125,strict_14_with_grace_period,0,0
17053,80.0,1,1125,flexible,0,0
17054,80.0,3,1123,moderate,0,0
17055,33.0,3,6,moderate,0,0
17056,45.0,5,1125,strict_14_with_grace_period,0,0
17057,85.0,5,1125,strict_14_with_grace_period,0,0
17058,99.0,30,1125,flexible,0,0
17059,83.0,30,1125,flexible,0,0
17060,83.0,30,1125,flexible,0,0
17061,176.0,30,1125,flexible,0,0
17062,55.0,5,1125,strict_14_with_grace_period,0,0
17063,64.0,2,1125,flexible,0,0
17064,76.0,1,31,moderate,0,0
17065,90.0,2,30,moderate,0,0
17066,60.0,2,7,flexible,0,0
17067,45.0,90,365,flexible,0,0
17068,90.0,29,60,strict_14_with_grace_period,0,0
17069,157.0,3,21,strict_14_with_grace_period,0,0
17070,41.0,2,30,strict_14_with_grace_period,0,0
17071,70.0,1,1125,strict_14_with_grace_period,0,0
17072,75.0,1,1125,flexible,0,0
17073,70.0,3,1052,flexible,0,0
17074,130.0,1,7,flexible,0,0
17075,32.0,1,8,flexible,0,0
17076,40.0,1,1125,flexible,0,0
17077,120.0,2,30,strict_14_with_grace_period,0,0
17078,143.0,30,1125,flexible,0,0
17079,94.0,30,1125,strict_14_with_grace_period,0,0
17080,48.0,300,330,flexible,0,0
17081,242.0,30,1125,flexible,0,0
17082,110.0,2,1125,moderate,0,0
17083,105.0,30,1125,flexible,0,0
17084,125.0,3,1125,moderate,0,0
17085,1169.0,1,365,moderate,0,0
17086,25.0,3,1125,moderate,0,0
17087,55.0,3,1000,moderate,0,0
17088,35.0,5,31,flexible,0,0
17089,99.0,30,1125,flexible,0,0
17090,58.0,1,1125,moderate,0,0
17091,100.0,2,5,moderate,0,0
17092,1599.0,1,15,flexible,0,0
17093,16.0,1,1125,moderate,0,0
17094,40.0,1,1125,flexible,0,0
17095,75.0,2,1125,moderate,0,0
17096,66.0,3,1125,moderate,0,0
17097,19.0,3,1125,flexible,0,0
17098,109.0,1,1125,moderate,0,0
17099,69.0,1,360,strict_14_with_grace_period,0,0
17100,38.0,3,1125,flexible,0,0
17101,40.0,3,1125,moderate,0,0
17102,80.0,3,30,strict_14_with_grace_period,0,0
17103,25.0,2,7,flexible,0,0
17104,49.0,4,180,moderate,0,0
17105,50.0,3,1125,flexible,0,0
17106,30.0,3,7,flexible,0,0
17107,40.0,3,7,flexible,0,0
17108,20.0,1,1125,flexible,0,0
17109,34.0,1,1125,moderate,0,0
17110,65.0,5,1125,strict_14_with_grace_period,0,0
17111,65.0,5,1125,strict_14_with_grace_period,0,0
17112,225.0,1,1125,moderate,0,0
17113,65.0,5,1125,strict_14_with_grace_period,0,0
17114,60.0,5,500,strict_14_with_grace_period,0,0
17115,60.0,1,1125,moderate,0,0
17116,85.0,1,1125,strict_14_with_grace_period,0,0
17117,110.0,3,1125,moderate,0,0
17118,30.0,1,7,flexible,0,0
17119,80.0,2,20,flexible,0,0
17120,72.0,2,30,moderate,0,0
17121,45.0,1,1111,flexible,0,0
17122,50.0,3,1125,moderate,0,0
17123,49.0,2,10000,moderate,0,0
17124,55.0,3,1125,strict_14_with_grace_period,0,0
17125,36.0,1,1125,flexible,0,0
17126,30.0,5,1125,flexible,0,0
17127,86.0,1,1125,flexible,0,0
17128,85.0,5,1125,strict_14_with_grace_period,0,0
17129,30.0,2,1125,flexible,0,0
