id,neighbourhood,neighbourhood_group,latitude,longitude,dist_km_sol,dist_km_airport
12695,Recoletos,Salamanca,40.42834,-3.68336,3.947005999999999,11.885802000000009
12696,Embajadores,Centro,40.40795,-3.69944,2.5992930000000003,14.574743000000014
12697,Estrella,Retiro,40.41233,-3.66541,5.072192000000001,12.342689000000012
12698,Malasaña,Centro,40.42515,-3.70398,2.132136,13.882690000000016
12699,Arganzuela,Arganzuela,40.3956,-3.69845,3.28452,15.70900200000001
12700,San Blas,San Blas - Canillejas,40.44425,-3.57817,14.224188999999996,5.871673
12701,Goya,Salamanca,40.42429,-3.6721,4.428036,10.953437000000006
12702,Vicálvaro,Vicálvaro,40.4045,-3.60988,10.124310000000005,8.999306000000004
12703,San Blas,San Blas - Canillejas,40.44197,-3.61157,10.299968,5.817922999999999
12704,Palacio,Centro,40.41764,-3.70983,0.8963199999999998,14.898847000000016
12705,Chamartín,Chamartín,40.44799,-3.66388,7.292182000000002,10.617999000000006
12706,Embajadores,Centro,40.41132,-3.6992,2.05537,14.356002000000014
12707,Embajadores,Centro,40.40801,-3.69505,2.695864,14.964051000000014
12708,Goya,Salamanca,40.42866,-3.67481,4.598075,11.015501000000008
12709,Justicia,Centro,40.42107,-3.6986,2.623076,13.397111000000017
12710,Centro,Centro,40.42303,-3.70628,1.94772,14.120503000000015
12711,Embajadores,Centro,40.41287,-3.70646,1.200616,14.376883000000015
12712,Centro,Centro,40.41456,-3.70654,1.1877480000000002,14.685665000000016
12713,Arganzuela,Centro,40.40637,-3.69814,2.471785,14.739972000000016
12714,Centro,Centro,40.42512,-3.69742,2.601897,13.200639000000011
12715,Sol,Centro,40.41951,-3.70336,1.849493,13.718280000000018
12716,Centro,Centro,40.41131,-3.70017,1.978807,14.391503000000014
12717,La Latina,Centro,40.40771,-3.71042,2.012582,15.448351000000011
12718,Embajadores,Centro,40.40925,-3.69935,2.512479,14.487929000000015
12719,Tetuán,Tetuán,40.46323,-3.69992,6.301050000000004,12.885787000000004
12720,Centro,Centro,40.42018,-3.69963,2.32385,13.370754000000016
12721,Embajadores,Centro,40.40794,-3.69818,2.7090430000000003,15.078254000000015
12722,Palacio,Centro,40.41516,-3.71224,0.906761,14.909288000000018
12723,Puente de Vallecas,Puente de Vallecas,40.38406,-3.63828,8.155404999999998,12.646608
12724,Centro,Centro,40.41615,-3.707,0.446113,14.448640000000012
12725,Aluche,Latina,40.38319,-3.76833,7.8583919999999985,21.62348999999997
12726,Centro,Centro,40.41638,-3.70908,0.6684599999999999,14.670987000000016
12727,Embajadores,Centro,40.40942,-3.69819,2.473567,14.449017000000014
12728,Tetuán,Tetuán,40.46165,-3.69845,6.079410000000003,12.605366000000004
12729,Chamberí,Chamberí,40.44136,-3.6963,4.261006,12.88259900000001
12730,Chamberí,Chamberí,40.446,-3.69733,4.860361000000001,13.030613000000011
12731,Centro,Centro,40.42759,-3.70954,2.398868999999999,14.189883000000012
12732,Centro,Centro,40.42682,-3.7096,2.16857,14.236536000000015
12733,Goya,Salamanca,40.42402,-3.67666,4.060610999999999,11.19413100000001
12734,Ciudad Lineal,Ciudad Lineal,40.45567,-3.66028,8.131723000000004,9.669185000000004
12735,Guindalera,Salamanca,40.4345,-3.67415,5.310092000000002,11.144583000000006
12736,Malasaña,Centro,40.42476,-3.70926,2.143811,14.457842000000015
12737,Malasaña,Centro,40.42633,-3.70778,1.94811,14.245169000000011
12738,Centro,Centro,40.42661,-3.70889,2.2355179999999995,14.303484000000015
12739,Centro,Centro,40.42468,-3.70904,2.143811,14.457842000000015
12740,Centro,Centro,40.42509,-3.70749,1.791093,14.197420000000012
12741,Centro,Centro,40.42469,-3.70765,1.706792,14.281721000000012
12742,Moncloa,Moncloa - Aravaca,40.42096,-3.71644,2.1445509999999994,15.035345000000016
12743,La Latina,Centro,40.41161,-3.71253,1.6505359999999998,15.086305000000015
12744,Salamanca,Salamanca,40.43497,-3.67386,5.762550000000002,11.062418000000008
12745,Guindalera,Salamanca,40.43499,-3.67451,5.285796000000002,11.168362000000007
12746,Chamartín,Chamartín,40.44382,-3.67166,6.152446000000002,11.169679000000007
12747,Puente de Vallecas,Puente de Vallecas,40.39674,-3.6653,5.016471999999999,13.363184000000016
12748,Centro,Centro,40.41127,-3.7138,1.569986,15.192516000000014
12749,Chamberí,Chamberí,40.44495,-3.6984,4.553425999999999,13.311701000000012
12750,Arganzuela,Arganzuela,40.40383,-3.70067,2.6744379999999994,15.188263000000012
12751,Malasaña,Centro,40.42461,-3.70871,2.143811,14.457842000000015
12752,Centro,Centro,40.41806,-3.71014,0.8963199999999998,14.898847000000016
12753,Embajadores,Centro,40.40667,-3.70152,2.238562,15.185202000000013
12754,Moncloa,Moncloa - Aravaca,40.42984,-3.71949,3.083602,15.324303000000013
12755,Recoletos,Salamanca,40.42266,-3.68939,3.1045010000000004,12.656199000000012
12756,Puente de Vallecas,Puente de Vallecas,40.38547,-3.63963,8.050600999999999,12.401939000000002
12757,Centro,Centro,40.41796,-3.69591,2.534446,13.153272000000015
12758,Argüelles,Moncloa - Aravaca,40.42123,-3.71658,2.1445509999999994,15.035345000000016
12759,Cuatro Caminos,Tetuán,40.45229,-3.69704,5.450081000000001,12.755183000000004
12760,Palacio,Centro,40.41294,-3.71337,1.28407,15.146570000000017
12761,Legazpi,Arganzuela,40.39107,-3.69108,4.129506999999999,16.054605000000006
12762,Cuatro Caminos,Tetuán,40.4474,-3.70179,5.030367000000002,13.660263000000006
12763,Rios Rosas,Chamberí,40.44447,-3.70193,4.109304,13.81626900000001
12764,Centro,Centro,40.42384,-3.70202,2.087073,14.042755000000016
12765,Puente de Vallecas,Puente de Vallecas,40.38487,-3.66891,6.161447999999999,15.057573000000016
12766,Chamartín,Chamartín,40.4804,-3.68461,8.900988000000003,11.876960000000004
12767,Ciudad Lineal,Ciudad Lineal,40.43187,-3.65298,6.399368000000002,9.093353000000002
12768,Rios Rosas,Chamberí,40.44456,-3.70219,4.109304,13.81626900000001
12769,Centro,Centro,40.41043,-3.69768,2.3073560000000004,14.282806000000017
12770,Centro,Centro,40.42602,-3.70223,2.462796,13.683861000000014
12771,Nueva España,Chamartín,40.4637,-3.68177,7.638675000000004,11.470543000000005
12772,Centro,Centro,40.42382,-3.70257,2.043804,14.052046000000017
12773,Almagro,Chamberí,40.43209,-3.69444,3.578295,12.81451800000001
12774,Tetuán,Tetuán,40.467,-3.69223,6.9706230000000025,12.366577000000005
12775,Justicia,Centro,40.42299,-3.69959,2.528828,13.382120000000011
12776,Centro,Centro,40.41216,-3.69499,2.176744,14.01720000000002
12777,Justicia,Centro,40.42147,-3.70002,2.634235,13.487527000000016
12778,Salamanca,Salamanca,40.43541,-3.68414,4.448209999999998,11.765173000000006
12779,Embajadores,Centro,40.40859,-3.69865,2.817845,15.187056000000014
12780,Aluche,Latina,40.40291,-3.74187,4.4867300000000006,18.251827999999986
12781,Cuatro Caminos,Tetuán,40.45307,-3.6996,5.367549000000001,12.997845000000003
12782,La Latina,Centro,40.40581,-3.70158,2.172853,15.119493000000013
12783,Argüelles,Moncloa - Aravaca,40.43219,-3.71829,2.970283,14.947644000000016
12784,Centro,Centro,40.41524,-3.70774,0.815169,14.771158000000018
12785,Cortes,Centro,40.41159,-3.69647,1.904357,13.93177100000002
12786,Centro,Centro,40.41307,-3.6965,2.074808,13.902279000000016
12787,Tetuán,Tetuán,40.45825,-3.69749,5.963139000000004,12.471587000000005
12788,Acacias,Arganzuela,40.40345,-3.70483,2.3143959999999995,15.626564000000007
12789,Goya,Salamanca,40.42364,-3.67937,4.202862,11.488853000000006
12790,Carabanchel,Carabanchel,40.39902,-3.71787,3.8627379999999993,17.298506999999983
12791,Cuatro Caminos,Tetuán,40.45548,-3.6932,5.958461000000003,12.326783000000002
12792,Arganzuela,Arganzuela,40.4054,-3.71024,1.994341,15.430110000000012
12793,Cortes,Centro,40.41271,-3.69439,2.2521909999999994,13.877553000000018
12794,Justicia,Centro,40.4234,-3.6986,2.435891,13.289183000000016
12795,Justicia,Centro,40.42182,-3.69921,2.676322,13.450357000000016
12796,Centro,Centro,40.4203,-3.69684,2.3657989999999995,13.412703000000016
12797,Aluche,Latina,40.41157,-3.72619,2.679288,16.444386000000005
12798,Centro,Centro,40.42573,-3.7075,1.864622,14.123891000000016
12799,Villa de Vallecas,Villa de Vallecas,40.38689,-3.60876,10.611959,12.642506000000004
12800,Aluche,Latina,40.37759,-3.78249,9.620012000000004,23.385109999999973
12801,Centro,Centro,40.41307,-3.70015,1.5183940000000002,14.254717000000015
12802,Arganzuela,Arganzuela,40.41256,-3.71799,1.7246429999999997,15.489741000000013
12803,Carabanchel,Carabanchel,40.39547,-3.73708,4.831443999999999,18.44359899999999
12804,Moratalaz,Moratalaz,40.40913,-3.65378,6.181331000000001,11.651014000000009
12805,Centro,Centro,40.42582,-3.70594,2.016722,14.009586000000018
12806,Justicia,Centro,40.42332,-3.69749,2.885819,13.174683000000016
12807,Justicia,Centro,40.42014,-3.69998,2.32385,13.370754000000016
12809,Rios Rosas,Chamberí,40.44479,-3.70137,4.822541000000001,13.576589000000013
12810,Centro,Centro,40.42434,-3.7031,2.175876,13.980552000000015
12811,Ciudad Lineal,Ciudad Lineal,40.43177,-3.64963,6.797119000000001,8.893991000000002
12812,Centro,Centro,40.41507,-3.70422,1.3337510000000004,14.008390000000018
12813,Centro,Centro,40.41803,-3.7047,1.964607,13.833394000000018
12814,Embajadores,Centro,40.40749,-3.69713,2.586306,14.955517000000016
12815,Sol,Centro,40.41668,-3.70496,0.0,14.210789000000016
12816,Centro,Centro,40.41817,-3.70526,1.1326720000000003,14.569371000000016
12817,Centro,Centro,40.41684,-3.70508,1.242209,14.678908000000018
12818,Embajadores,Centro,40.40856,-3.69928,2.521825,14.497275000000016
12819,Malasaña,Centro,40.42403,-3.70342,2.10034,14.114865000000016
12820,Aluche,Latina,40.40492,-3.72298,3.6330809999999993,17.068849999999994
12821,Goya,Salamanca,40.42392,-3.67367,4.407452000000001,11.419381000000008
12822,Chamberí,Chamberí,40.44631,-3.69945,4.755670000000001,14.105884000000009
12823,Arganzuela,Arganzuela,40.40122,-3.69432,3.076131,14.78287700000002
12824,Salamanca,Salamanca,40.42602,-3.67849,4.221903999999999,11.34981400000001
12825,Palacio,Centro,40.41044,-3.71184,1.5967759999999998,15.032545000000017
12826,Barajas,Barajas,40.46953,-3.58422,14.179319999999995,2.1719040000000005
12827,Sol,Centro,40.41669,-3.70382,0.0,14.210789000000016
12828,Salamanca,Salamanca,40.43112,-3.66333,5.403356000000001,9.852374000000005
12829,Hortaleza,Hortaleza,40.48956,-3.65542,11.659786999999998,9.613321000000004
12830,Goya,Salamanca,40.42368,-3.67323,4.572205,11.097606000000008
12832,Aluche,Latina,40.4043,-3.72991,3.647717999999999,17.412815999999985
12833,Aluche,Latina,40.40444,-3.72966,3.6373539999999993,17.402451999999986
12834,Aluche,Latina,40.40406,-3.73089,3.551687999999999,17.316785999999986
12835,Aluche,Latina,40.40481,-3.73072,3.551687999999999,17.316785999999986
12836,Embajadores,Centro,40.40717,-3.70578,1.7963579999999997,15.232127000000014
12837,Puente de Vallecas,Puente de Vallecas,40.39441,-3.66411,5.485439,13.659548000000015
12838,Palos do Moguer,Arganzuela,40.40709,-3.69396,3.028899,14.902311000000015
12839,Fuencarral-el Pardo,Fuencarral - El Pardo,40.49483,-3.69343,11.36974,13.838826000000005
12840,Malasaña,Centro,40.42399,-3.71045,2.049258,14.747321000000015
12841,Centro,Centro,40.41448,-3.71117,1.1348760000000002,14.849388000000015
12842,Carabanchel,Carabanchel,40.39126,-3.72476,4.552067,17.987835999999987
12843,Ibiza,Retiro,40.41943,-3.67845,3.953591999999999,11.910309000000009
12844,Cortes,Centro,40.41442,-3.69574,2.102451,13.534568000000018
12845,Salamanca,Salamanca,40.43571,-3.68083,5.114446000000002,11.320270000000008
12846,Centro,Centro,40.42425,-3.69902,2.404091999999999,13.365771000000011
12847,Tetuán,Tetuán,40.45939,-3.69511,6.265774000000004,12.143583000000003
12848,Ciudad Lineal,Ciudad Lineal,40.44374,-3.65459,7.501491000000002,8.918272000000005
12849,Centro,Centro,40.41357,-3.71427,1.271524,15.036622000000015
12850,Justicia,Centro,40.42168,-3.695,2.643431,13.291410000000017
12851,Chamberí,Chamberí,40.43332,-3.71578,2.9691140000000003,14.737577000000009
12852,Fuencarral-el Pardo,Fuencarral - El Pardo,40.47624,-3.71566,7.990774000000003,14.039172000000006
12853,Centro,Centro,40.41808,-3.69617,2.534446,13.153272000000015
12854,Embajadores,Centro,40.41293,-3.7021,1.584641,14.320964000000014
12855,Malasaña,Centro,40.42307,-3.70076,2.214143,13.489150000000016
12856,Malasaña,Centro,40.42548,-3.70816,1.88473,14.18178900000001
12857,Arganzuela,Arganzuela,40.40536,-3.69422,2.828587,14.354608000000017
12858,Centro,Centro,40.4274,-3.7067,2.105988,14.078027000000016
12859,Palos do Moguer,Arganzuela,40.40533,-3.69348,2.828587,14.354608000000017
12860,Centro,Centro,40.42676,-3.70678,1.971733,14.016780000000017
12861,Palacio,Centro,40.41615,-3.71004,1.09861,15.101137000000016
12862,Arganzuela,Arganzuela,40.40512,-3.69417,2.828587,14.354608000000017
12863,Arganzuela,Arganzuela,40.40579,-3.69349,2.72309,14.249111000000015
12864,Sol,Centro,40.41477,-3.70433,1.3337510000000004,14.008390000000018
12865,Lista,Salamanca,40.43134,-3.67383,4.944970000000001,11.092237000000004
12866,La Latina,Centro,40.40627,-3.70829,2.034197,15.469966000000015
12867,Malasaña,Centro,40.422,-3.70281,1.950533,13.842291000000015
12868,Puente de Vallecas,Puente de Vallecas,40.39509,-3.66499,5.222768,13.423323000000014
12869,Centro,Centro,40.41845,-3.70527,1.817727,13.862315000000017
12870,Malasaña,Centro,40.42178,-3.7011,2.023052,13.914810000000015
12871,Centro,Centro,40.40765,-3.70115,2.052045,14.845646000000016
12872,Embajadores,Centro,40.40999,-3.70462,1.7575659999999995,15.125279000000017
12873,Embajadores,Centro,40.40936,-3.70418,1.7085249999999998,15.076238000000016
12874,Centro,Centro,40.42673,-3.70623,1.971733,14.016780000000017
12875,Cuatro Caminos,Tetuán,40.45073,-3.70245,4.837337000000001,13.522771000000006
12876,Palacio,Centro,40.41318,-3.71108,1.327732,14.824818000000018
12877,Malasaña,Centro,40.42329,-3.70389,2.016208,14.142660000000014
12878,Palacio,Centro,40.41789,-3.71034,1.050007,15.052534000000014
12879,Centro,Centro,40.42793,-3.70948,2.3350569999999995,14.126071000000014
12880,Centro,Centro,40.42369,-3.70944,1.768577,14.459907000000014
12881,Hispanoamérica,Chamartín,40.45797,-3.68632,6.768708000000002,11.524178
12882,Adelfas,Retiro,40.40338,-3.66762,7.750455,21.18622399999997
12883,Centro,Centro,40.41147,-3.70439,1.527444,14.963213000000016
12884,Arganzuela,Arganzuela,40.40482,-3.70452,2.359769,15.397384000000011
12885,Centro,Centro,40.40967,-3.70087,2.721024,14.696474000000016
12886,Argüelles,Moncloa - Aravaca,40.42543,-3.71282,2.2730679999999994,14.870093000000017
12887,Centro,Centro,40.40774,-3.70061,2.18951,14.740463000000018
12888,Embajadores,Centro,40.41138,-3.70448,1.527444,14.963213000000016
12889,Embajadores,Centro,40.4075,-3.69854,2.487027,14.856238000000015
12890,Malasaña,Centro,40.42182,-3.70299,1.950533,13.842291000000015
12891,Centro,Centro,40.42042,-3.70075,2.448604,13.495508000000015
12892,Tetuán,Tetuán,40.4625,-3.70325,6.273930000000004,13.091862000000004
12893,Berruguete,Tetuán,40.46184,-3.70279,6.206665000000004,13.024597000000004
12894,Centro,Centro,40.41134,-3.70105,1.810465,14.469394000000015
12895,La Latina,Centro,40.40972,-3.7054,1.5227559999999998,14.958525000000016
12896,Centro,Centro,40.42064,-3.69805,2.255955,13.302859000000016
12897,La Latina,Centro,40.40925,-3.71191,1.7936359999999998,15.229405000000014
12899,Goya,Salamanca,40.42539,-3.67859,4.095484,11.34140600000001
12901,La Latina,Centro,40.40901,-3.71135,1.7796559999999997,15.215425000000014
12902,Embajadores,Centro,40.40975,-3.69731,2.2750919999999994,14.250542000000015
12903,Hispanoamérica,Chamartín,40.45681,-3.67559,6.909984000000002,10.643995000000002
12904,San Blas,San Blas - Canillejas,40.42988,-3.61942,10.704096999999996,7.770897999999997
12905,Cortes,Centro,40.41483,-3.70093,1.4721150000000005,13.83610800000002
12906,Almenara,Tetuán,40.46516,-3.69409,6.581244000000003,12.382408000000003
12907,Justicia,Centro,40.41977,-3.69856,2.200597,13.247501000000014
12908,Centro,Centro,40.41996,-3.6983,2.200597,13.247501000000014
12909,Embajadores,Centro,40.40765,-3.69981,2.700914,14.676364000000016
12910,Castilla,Chamartín,40.47116,-3.6868,7.824209000000002,12.093678000000006
12911,Fuente del Berro,Salamanca,40.42602,-3.6672,5.146782000000002,10.632032000000008
12912,Centro,Centro,40.42095,-3.70245,1.905568,13.797326000000016
12913,Hortaleza,Hortaleza,40.47357,-3.63907,11.112691,7.405134999999999
12914,Puente de Vallecas,Puente de Vallecas,40.3845,-3.66257,6.629614,14.710495000000003
12915,Legazpi,Arganzuela,40.39059,-3.69351,4.152593,16.00692500000001
12916,Carabanchel,Carabanchel,40.39865,-3.71589,3.5216229999999995,16.957392
12917,Hortaleza,Hortaleza,40.47782,-3.65193,11.059114,8.743771000000002
12918,Carabanchel,Carabanchel,40.39853,-3.71791,3.786815999999999,17.222584999999984
12919,Carabanchel,Carabanchel,40.39699,-3.71636,3.549372999999999,16.985141999999993
12920,Villaverde,Villaverde,40.35667,-3.68912,8.224092000000002,18.420842
12921,Centro,Centro,40.41091,-3.6976,1.855468,14.156100000000013
12922,San Blas,San Blas - Canillejas,40.42136,-3.61395,9.727229,8.103433
12923,Centro,Centro,40.42831,-3.70298,2.79354,13.525786000000014
12924,Centro,Centro,40.40974,-3.69407,2.1407929999999995,14.115617000000016
12925,San Blas,San Blas - Canillejas,40.43071,-3.60643,10.910887,6.836229
12926,Carabanchel,Carabanchel,40.3971,-3.7285,4.858135,18.293903999999987
12927,Moncloa,Moncloa - Aravaca,40.42412,-3.7139,2.110145,14.996453000000017
12928,Moratalaz,Moratalaz,40.40652,-3.65905,6.115164000000002,11.89670900000001
12929,Berruguete,Tetuán,40.45697,-3.70536,5.817183000000003,13.722006000000007
12930,Berruguete,Tetuán,40.45786,-3.70311,5.677987000000002,13.109373000000003
12931,Berruguete,Tetuán,40.45686,-3.7053,5.817183000000003,13.722006000000007
12932,Berruguete,Tetuán,40.45673,-3.70375,5.515404,13.140426000000003
12933,Centro,Centro,40.41512,-3.70287,2.062243,13.825499000000018
12934,Lista,Salamanca,40.42932,-3.67192,5.013351000000002,10.906056000000008
12935,Sol,Centro,40.41687,-3.70433,0.0,14.210789000000016
12936,Justicia,Centro,40.42532,-3.69588,2.793394999999999,13.130698000000017
12937,Hortaleza,Hortaleza,40.47404,-3.66284,9.748525,9.503002000000006
12938,Centro,Centro,40.42184,-3.70151,2.023052,13.914810000000015
12939,Guindalera,Salamanca,40.42945,-3.67019,5.032003000000001,10.662187000000005
12940,Centro,Centro,40.4214,-3.70682,1.476244,14.008169000000017
12941,Arganzuela,Arganzuela,40.40534,-3.69581,2.799064,14.737401000000016
12942,Malasaña,Centro,40.42168,-3.70689,1.658641,14.356704000000017
12943,Carabanchel,Carabanchel,40.39585,-3.71418,3.890137999999999,17.325906999999983
12944,San Blas,San Blas - Canillejas,40.43816,-3.63413,8.280527000000001,7.374936999999997
12945,Arganzuela,Arganzuela,40.40405,-3.69375,2.9538099999999994,14.479831000000017
12946,Cortes,Centro,40.4134,-3.69857,2.018639,13.95464700000002
12947,La Latina,Centro,40.41095,-3.70784,1.7339599999999995,15.169729000000014
12948,Bellas Vistas,Tetuán,40.45114,-3.7071,5.099385000000002,13.762021000000006
12949,Centro,Centro,40.41457,-3.70877,1.241976,14.873832000000016
12950,Justicia,Centro,40.4229,-3.69743,2.885819,13.174683000000016
12951,Cortes,Centro,40.41579,-3.6985,1.961656,13.411631000000016
12952,Recoletos,Salamanca,40.42706,-3.68461,3.847600999999999,12.070140000000007
12953,Centro,Centro,40.42013,-3.69806,2.255955,13.302859000000016
12954,Goya,Salamanca,40.42577,-3.67368,4.3897710000000005,10.864971000000008
12955,Arganzuela,Arganzuela,40.40436,-3.71116,2.152457,15.588226000000011
12956,Centro,Centro,40.40995,-3.70057,2.721024,14.696474000000016
12957,Centro,Centro,40.41815,-3.70576,1.054372,14.491071000000014
12958,Centro,Centro,40.42157,-3.7033,1.838564,13.730322000000015
12959,Salamanca,Salamanca,40.42382,-3.67702,4.009052999999999,11.24568900000001
12960,Bellas Vistas,Tetuán,40.45744,-3.71102,5.796511000000002,13.890183000000007
12961,Berruguete,Tetuán,40.45696,-3.70394,5.515404,13.140426000000003
12962,Tetuán,Tetuán,40.45839,-3.70339,5.748313000000002,13.179699000000006
12963,Centro,Centro,40.42663,-3.70166,2.50423,13.618879000000016
12964,Moratalaz,Moratalaz,40.41148,-3.64792,6.716620000000001,11.565138000000005
12965,Arganzuela,Arganzuela,40.40401,-3.7057,2.39958,15.431396000000012
12966,Salamanca,Salamanca,40.43468,-3.67135,5.549775000000001,10.960684000000008
12967,Salamanca,Salamanca,40.4323,-3.66845,5.636005000000002,10.609700000000004
12968,Centro,Centro,40.42376,-3.70179,2.143245,14.098927000000018
12969,Rios Rosas,Chamberí,40.4455,-3.69595,4.62848,13.102277000000011
12970,Centro,Centro,40.4167,-3.70535,1.242209,14.678908000000018
12971,Malasaña,Centro,40.42408,-3.70829,1.802593,14.405354000000012
12972,Ibiza,Retiro,40.41793,-3.67345,4.582539,11.838581000000008
12973,Sol,Centro,40.41903,-3.70514,1.817727,13.862315000000017
12974,Centro,Centro,40.42572,-3.7029,2.2692589999999995,13.913459000000016
12975,Centro,Centro,40.42534,-3.70426,2.093239,13.910610000000014
12976,Malasaña,Centro,40.42565,-3.70264,2.2409859999999995,13.885186000000015
12977,Justicia,Centro,40.42074,-3.69687,2.6432930000000003,13.291272000000015
12978,Centro,Centro,40.41761,-3.70645,1.1713170000000002,14.608016000000015
12979,Salamanca,Salamanca,40.42648,-3.67658,4.419215,11.229418000000008
12980,Sol,Centro,40.41926,-3.70044,2.06658,13.336954000000016
12981,Sol,Centro,40.41933,-3.70183,2.234712,13.505086000000018
12982,Centro,Centro,40.41444,-3.70191,1.4721150000000005,13.83610800000002
12983,Centro,Centro,40.41203,-3.70971,1.550909,14.986678000000014
12984,Aluche,Latina,40.41128,-3.72788,2.758687000000001,16.523785000000004
12985,Centro,Centro,40.42526,-3.70597,1.91589,14.130663000000014
12986,Centro,Centro,40.41579,-3.71073,0.903283,14.905810000000017
12987,Berruguete,Tetuán,40.45841,-3.70505,5.8565270000000025,13.371272000000006
12989,Arganzuela,Arganzuela,40.39847,-3.69385,3.2654619999999994,15.113463000000014
12990,Aluche,Latina,40.38957,-3.74457,5.673728999999998,19.28588399999999
12991,Puente de Vallecas,Puente de Vallecas,40.39687,-3.66608,4.917520000000001,13.462136000000015
12992,La Latina,Centro,40.40986,-3.71056,1.6772099999999996,15.112979000000012
12993,Arganzuela,Arganzuela,40.39378,-3.69634,3.8545279999999993,16.07450600000001
12994,Embajadores,Centro,40.41071,-3.69827,1.930988,14.231620000000014
12995,Aluche,Latina,40.40398,-3.75572,6.1094800000000005,19.874577999999985
12996,Sol,Centro,40.41797,-3.70059,1.861553,13.487327000000016
12997,Puente de Vallecas,Puente de Vallecas,40.38759,-3.66661,6.128245,14.495341000000014
12998,Justicia,Centro,40.42223,-3.69393,2.9567240000000004,12.874964000000016
12999,La Latina,Centro,40.40808,-3.70366,2.14183,14.93543100000002
13000,Centro,Centro,40.42544,-3.70511,2.024019,13.978966000000016
13001,Embajadores,Centro,40.40959,-3.70017,2.721024,14.696474000000016
13002,Carabanchel,Carabanchel,40.38847,-3.71566,4.448985,17.884753999999987
13003,Arapiles,Chamberí,40.43411,-3.70553,3.213202,13.82472500000001
13004,Salamanca,Salamanca,40.43733,-3.68414,4.743726,11.469566000000006
13005,Villa de Vallecas,Villa de Vallecas,40.38042,-3.62048,9.660739,12.902475000000004
13006,Legazpi,Arganzuela,40.38971,-3.68844,4.378996000000001,16.311920000000008
13007,Moncloa,Moncloa - Aravaca,40.44728,-3.71065,4.67384,14.419950000000012
13008,Ciudad Lineal,Ciudad Lineal,40.43701,-3.64565,7.257968000000003,8.368525
13009,Puente de Vallecas,Puente de Vallecas,40.38966,-3.66626,5.999681,14.354742000000016
13010,San Blas,San Blas - Canillejas,40.44502,-3.57752,14.268302999999994,5.915786999999999
13011,Almagro,Chamberí,40.43377,-3.69204,3.823763999999999,12.59120700000001
13012,Cortes,Centro,40.41348,-3.70075,1.3814360000000003,14.117759000000015
13013,Chamberí,Chamberí,40.43054,-3.70807,3.054823999999999,14.357270000000012
13014,Ciudad Lineal,Ciudad Lineal,40.43478,-3.64592,7.097472000000002,8.517153999999998
13015,Arapiles,Chamberí,40.43086,-3.7083,3.054823999999999,14.357270000000012
13016,Arapiles,Chamberí,40.43126,-3.71027,2.80089,14.247742000000011
13017,Chamberí,Chamberí,40.43117,-3.70994,2.80089,14.247742000000011
13018,Arapiles,Chamberí,40.4313,-3.70937,3.054823999999999,14.357270000000012
13019,Arapiles,Chamberí,40.43117,-3.70884,3.054823999999999,14.357270000000012
13020,Palacio,Centro,40.40998,-3.71706,1.917451,15.68254900000001
13021,Puente de Vallecas,Puente de Vallecas,40.38662,-3.66863,5.758357,14.588739000000016
13022,Sol,Centro,40.41915,-3.70649,1.0415519999999998,14.478251000000014
13023,San Blas,Ciudad Lineal,40.44085,-3.63715,8.253808000000003,7.598651999999999
13024,Aluche,Latina,40.39058,-3.75865,6.564055,20.329152999999987
13025,Palos do Moguer,Arganzuela,40.40543,-3.69172,2.947617,14.473638000000014
13026,Puente de Vallecas,Puente de Vallecas,40.37792,-3.66488,6.874847000000002,15.55075
13027,Justicia,Centro,40.42246,-3.70034,2.634235,13.487527000000016
13028,Cortes,Centro,40.41192,-3.69597,2.188839,13.814201000000017
13029,Justicia,Centro,40.42229,-3.70056,2.634235,13.487527000000016
13030,Centro,Centro,40.42091,-3.69965,2.805639,13.579674000000011
13031,Justicia,Centro,40.42113,-3.70034,2.749798,13.603090000000014
13032,Centro,Centro,40.42126,-3.7002,2.749798,13.603090000000014
13033,Centro,Centro,40.42245,-3.70048,2.634235,13.487527000000016
13034,Puente de Vallecas,Puente de Vallecas,40.38686,-3.66662,6.047521999999999,14.545661000000017
13035,Embajadores,Centro,40.40978,-3.6998,2.118041,14.630392000000016
13036,Centro,Centro,40.42307,-3.70287,1.9492,14.121983000000014
13037,Cortes,Centro,40.41383,-3.69492,2.1193530000000003,13.614547000000018
13038,Sol,Centro,40.41542,-3.70726,0.815169,14.771158000000018
13039,Delicias,Arganzuela,40.39308,-3.6908,3.916427,15.993629000000007
13040,Hortaleza,Hortaleza,40.48445,-3.66735,10.355831999999996,10.648514000000004
13041,La Latina,Centro,40.41002,-3.70769,1.637713,15.073482000000014
13042,Embajadores,Centro,40.41011,-3.70662,1.4099260000000002,14.84569500000002
13043,Atocha,Arganzuela,40.39719,-3.67859,4.449450000000001,14.562329000000013
13044,Retiro,Retiro,40.41672,-3.67669,4.422208,11.974837000000006
13045,Centro,Centro,40.42205,-3.70764,1.466627,14.164690000000013
13046,Trafalgar,Chamberí,40.43264,-3.69879,3.382485,13.229503000000012
13047,Embajadores,Centro,40.4097,-3.69918,2.473567,14.449017000000014
13048,La Latina,Centro,40.40895,-3.70836,1.562926,14.998695000000016
13049,Malasaña,Centro,40.42129,-3.70662,1.507543,13.976870000000018
13050,Centro,Centro,40.42256,-3.70595,1.885954,14.058737000000017
