id,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,days_since_last_review,days_since_first_review,number_of_reviews_en,number_of_reviews_es,number_of_reviews_otros
4432,49,10,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.24,146,1188,16.0,26.0,7.0
4433,46,3,90.0,9.0,10.0,9.0,9.0,10.0,9.0,1.18,163,1173,26.0,14.0,6.0
4434,21,0,93.0,10.0,10.0,10.0,10.0,10.0,9.0,0.53,543,1181,3.0,13.0,5.0
4435,60,6,88.0,9.0,9.0,9.0,9.0,9.0,9.0,1.81,167,991,9.0,46.0,5.0
4436,28,10,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.73,34,1142,11.0,11.0,6.0
4437,5,0,100.0,10.0,10.0,10.0,9.0,10.0,10.0,0.12,1190,1204,1.0,3.0,1.0
4438,167,73,99.0,10.0,10.0,10.0,10.0,10.0,10.0,4.16,0,1202,50.0,83.0,34.0
4439,116,35,95.0,10.0,9.0,9.0,10.0,9.0,9.0,2.89,10,1202,55.0,43.0,18.0
4440,1,0,80.0,10.0,6.0,10.0,10.0,10.0,6.0,0.03,1188,1188,0.0,1.0,0.0
4441,238,79,97.0,10.0,10.0,10.0,10.0,10.0,9.0,5.95,21,1199,98.0,99.0,41.0
4442,13,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.32,915,1200,4.0,7.0,2.0
4443,36,5,95.0,10.0,9.0,10.0,10.0,9.0,9.0,0.9,125,1196,29.0,2.0,5.0
4444,147,48,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.82,4,1153,89.0,45.0,13.0
4445,4,0,87.0,9.0,7.0,10.0,10.0,9.0,8.0,0.1,761,1203,1.0,3.0,0.0
4446,151,39,85.0,9.0,9.0,9.0,10.0,9.0,8.0,3.74,8,1209,19.0,91.0,41.0
4447,32,15,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0.79,26,1206,6.0,21.0,5.0
4448,183,51,93.0,9.0,9.0,10.0,10.0,9.0,9.0,4.56,28,1202,102.0,59.0,22.0
4449,103,51,95.0,10.0,10.0,10.0,10.0,10.0,10.0,2.62,11,1177,58.0,34.0,11.0
4450,46,4,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1.17,12,1181,18.0,23.0,5.0
4451,82,7,97.0,10.0,10.0,10.0,10.0,10.0,9.0,2.04,263,1202,33.0,38.0,11.0
4452,175,39,92.0,10.0,9.0,10.0,10.0,9.0,9.0,4.35,10,1206,77.0,75.0,23.0
4453,173,49,96.0,10.0,10.0,10.0,10.0,10.0,10.0,4.33,15,1196,118.0,35.0,20.0
4454,193,55,91.0,10.0,9.0,10.0,9.0,9.0,9.0,4.78,33,1209,64.0,102.0,27.0
4455,8,0,100.0,10.0,10.0,9.0,10.0,10.0,10.0,0.27,649,877,2.0,6.0,0.0
4456,144,39,91.0,10.0,9.0,10.0,10.0,10.0,9.0,3.61,14,1196,56.0,54.0,34.0
4457,72,19,95.0,10.0,9.0,10.0,10.0,9.0,9.0,1.79,56,1202,23.0,32.0,17.0
4458,75,9,95.0,10.0,10.0,10.0,10.0,9.0,10.0,1.85,40,1212,20.0,32.0,23.0
4459,72,37,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.9,64,1132,27.0,41.0,4.0
4460,0,0,,,,,,,,,-1,-1,,,
4461,62,42,99.0,10.0,9.0,10.0,10.0,10.0,10.0,1.56,6,1190,23.0,30.0,9.0
4462,122,21,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.11,130,1176,65.0,36.0,21.0
4463,258,74,99.0,10.0,10.0,10.0,10.0,10.0,10.0,6.43,1,1202,183.0,34.0,41.0
4464,58,22,91.0,9.0,9.0,9.0,9.0,9.0,9.0,1.44,15,1208,34.0,22.0,2.0
4465,0,0,,,,,,,,,-1,-1,,,
4466,24,8,80.0,8.0,9.0,9.0,9.0,8.0,8.0,0.6,33,1202,7.0,11.0,6.0
4467,34,10,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.85,38,1195,11.0,19.0,4.0
4468,315,86,98.0,10.0,10.0,10.0,10.0,10.0,10.0,7.84,4,1203,139.0,99.0,77.0
4469,27,2,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.68,8,1197,10.0,12.0,5.0
4470,30,12,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.79,25,1135,10.0,16.0,4.0
4471,136,19,89.0,9.0,9.0,9.0,9.0,9.0,8.0,3.39,21,1201,54.0,61.0,21.0
4472,183,69,92.0,9.0,9.0,10.0,10.0,10.0,9.0,4.56,20,1202,120.0,34.0,29.0
4473,77,20,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1.99,9,1157,31.0,31.0,15.0
4474,0,0,,,,,,,,,-1,-1,,,
4475,8,5,93.0,9.0,9.0,10.0,10.0,10.0,8.0,0.22,165,1069,3.0,4.0,1.0
4476,0,0,,,,,,,,,-1,-1,,,
4477,173,40,91.0,9.0,9.0,9.0,9.0,10.0,9.0,4.34,5,1194,101.0,35.0,37.0
4478,8,4,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.2,194,1195,6.0,2.0,0.0
4479,132,36,97.0,10.0,10.0,10.0,10.0,9.0,10.0,3.29,33,1202,55.0,66.0,11.0
4480,90,11,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.24,25,1202,65.0,18.0,7.0
4481,27,15,95.0,9.0,9.0,10.0,10.0,10.0,9.0,0.68,14,1188,4.0,21.0,2.0
4482,132,22,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.29,43,1202,79.0,29.0,24.0
4483,49,4,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.24,16,1182,26.0,20.0,3.0
4484,196,59,89.0,9.0,9.0,9.0,9.0,9.0,9.0,4.92,3,1194,94.0,50.0,52.0
4485,27,16,98.0,10.0,10.0,10.0,9.0,10.0,10.0,0.74,23,1090,14.0,10.0,3.0
4486,116,37,93.0,10.0,10.0,10.0,10.0,9.0,9.0,2.98,18,1165,58.0,33.0,25.0
4487,207,80,98.0,10.0,10.0,10.0,10.0,10.0,10.0,5.21,1,1189,153.0,25.0,29.0
4488,32,12,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.81,3,1182,18.0,10.0,4.0
4489,0,0,,,,,,,,,-1,-1,,,
4490,6,0,93.0,10.0,8.0,10.0,10.0,10.0,10.0,0.15,1172,1198,1.0,3.0,2.0
4491,24,8,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.68,27,1054,18.0,6.0,0.0
4492,29,6,94.0,10.0,10.0,10.0,10.0,10.0,9.0,0.78,6,1110,15.0,8.0,6.0
4493,106,27,93.0,10.0,10.0,10.0,10.0,10.0,9.0,2.66,73,1194,44.0,48.0,14.0
4494,122,40,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.11,14,1173,70.0,44.0,8.0
4495,3,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.08,123,1173,2.0,1.0,0.0
4496,17,3,92.0,9.0,9.0,10.0,10.0,10.0,9.0,0.43,93,1185,7.0,9.0,1.0
4497,271,78,99.0,10.0,10.0,10.0,10.0,10.0,10.0,6.83,4,1188,180.0,47.0,44.0
4498,60,6,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1.57,123,1145,32.0,23.0,5.0
4499,88,34,95.0,10.0,10.0,10.0,10.0,10.0,9.0,2.25,40,1173,45.0,29.0,14.0
4500,160,21,95.0,9.0,10.0,10.0,10.0,10.0,9.0,4.0,6,1199,85.0,59.0,16.0
4501,3,3,87.0,9.0,10.0,8.0,9.0,10.0,9.0,0.44,8,202,2.0,1.0,0.0
4502,6,2,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.22,2,803,3.0,3.0,0.0
4503,3,2,87.0,9.0,9.0,10.0,9.0,10.0,10.0,0.1,1,894,1.0,2.0,0.0
4504,1,1,100.0,10.0,10.0,8.0,10.0,10.0,10.0,0.44,66,66,0.0,1.0,0.0
4505,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.15,195,195,0.0,1.0,0.0
4506,118,47,98.0,10.0,10.0,10.0,10.0,9.0,10.0,3.05,14,1158,92.0,12.0,14.0
4507,66,18,91.0,9.0,9.0,10.0,10.0,10.0,9.0,1.68,15,1178,29.0,24.0,13.0
4508,38,4,95.0,10.0,10.0,10.0,9.0,10.0,10.0,0.95,75,1200,17.0,19.0,2.0
4509,80,14,92.0,9.0,10.0,9.0,9.0,10.0,9.0,2.04,124,1174,39.0,25.0,16.0
4510,36,0,92.0,9.0,9.0,10.0,9.0,10.0,9.0,1.03,684,1047,12.0,19.0,5.0
4511,0,0,,,,,,,,,-1,-1,,,
4513,146,53,92.0,9.0,9.0,9.0,9.0,10.0,9.0,3.72,4,1174,66.0,59.0,21.0
4514,131,93,92.0,9.0,9.0,9.0,9.0,9.0,9.0,5.23,5,750,29.0,89.0,13.0
4515,8,6,95.0,10.0,10.0,10.0,9.0,10.0,9.0,0.47,81,510,2.0,1.0,5.0
4516,3,1,80.0,10.0,10.0,8.0,8.0,8.0,9.0,0.08,33,1125,1.0,2.0,0.0
4517,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,21,21,0.0,1.0,0.0
4518,32,3,96.0,10.0,9.0,10.0,10.0,9.0,10.0,0.82,202,1168,6.0,20.0,6.0
4519,169,40,92.0,9.0,9.0,9.0,10.0,10.0,9.0,4.23,19,1197,104.0,32.0,33.0
4520,0,0,,,,,,,,,-1,-1,,,
4521,36,11,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.91,104,1182,24.0,7.0,5.0
4522,0,0,,,,,,,,,-1,-1,,,
4523,109,26,93.0,10.0,10.0,10.0,10.0,10.0,9.0,2.73,11,1198,16.0,79.0,14.0
4524,211,56,94.0,10.0,10.0,10.0,10.0,10.0,9.0,5.28,19,1198,86.0,104.0,21.0
4525,34,7,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.86,67,1189,12.0,16.0,6.0
4526,20,0,96.0,9.0,9.0,10.0,10.0,10.0,9.0,0.51,558,1187,5.0,9.0,6.0
4527,5,0,92.0,10.0,9.0,9.0,9.0,10.0,10.0,0.14,580,1104,2.0,1.0,2.0
4528,0,0,,,,,,,,,-1,-1,,,
4529,0,0,,,,,,,,,-1,-1,,,
4530,165,60,97.0,10.0,10.0,10.0,10.0,9.0,10.0,4.14,25,1193,37.0,69.0,59.0
4531,57,15,91.0,9.0,9.0,9.0,10.0,10.0,9.0,1.46,15,1172,28.0,15.0,14.0
4532,134,50,95.0,9.0,10.0,10.0,10.0,9.0,9.0,3.36,15,1193,97.0,13.0,24.0
4533,146,66,93.0,10.0,10.0,10.0,10.0,10.0,10.0,3.68,29,1188,75.0,48.0,23.0
4534,131,50,92.0,10.0,9.0,10.0,10.0,10.0,9.0,3.29,12,1194,72.0,41.0,18.0
4535,136,49,97.0,10.0,10.0,9.0,10.0,10.0,9.0,3.42,7,1190,79.0,36.0,21.0
4536,0,0,,,,,,,,,-1,-1,,,
4537,30,4,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.78,124,1160,20.0,8.0,2.0
4538,8,5,86.0,9.0,10.0,9.0,10.0,8.0,8.0,0.21,110,1160,2.0,5.0,1.0
4539,5,3,80.0,8.0,7.0,8.0,8.0,8.0,8.0,0.19,121,795,3.0,1.0,1.0
4540,72,26,94.0,10.0,10.0,9.0,9.0,10.0,9.0,1.8,33,1195,60.0,6.0,6.0
4541,25,0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,0.63,466,1182,15.0,6.0,4.0
4542,137,29,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.44,35,1193,69.0,41.0,27.0
4543,32,10,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.85,48,1127,7.0,25.0,0.0
4544,357,120,95.0,9.0,9.0,10.0,10.0,10.0,9.0,8.96,10,1193,167.0,146.0,44.0
4545,227,56,83.0,8.0,8.0,8.0,9.0,8.0,7.0,5.76,4,1181,47.0,137.0,43.0
4546,15,1,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.38,260,1184,7.0,4.0,4.0
4547,87,33,92.0,9.0,9.0,10.0,10.0,10.0,9.0,2.2,9,1182,38.0,44.0,5.0
4548,233,61,93.0,9.0,9.0,10.0,10.0,10.0,9.0,5.92,29,1178,121.0,77.0,35.0
4549,252,69,93.0,9.0,9.0,9.0,10.0,10.0,9.0,6.31,26,1197,125.0,99.0,28.0
4550,209,52,95.0,10.0,10.0,9.0,10.0,10.0,10.0,5.24,9,1195,116.0,73.0,20.0
4551,81,23,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.03,124,1195,53.0,22.0,6.0
4552,103,26,91.0,9.0,8.0,10.0,10.0,10.0,9.0,2.6,69,1187,21.0,63.0,19.0
4553,75,23,90.0,9.0,9.0,10.0,10.0,10.0,9.0,1.92,12,1168,28.0,34.0,13.0
4554,57,9,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1.44,74,1188,17.0,37.0,3.0
4555,1,0,100.0,10.0,10.0,10.0,10.0,10.0,6.0,0.03,1086,1086,1.0,0.0,0.0
4556,151,33,92.0,9.0,9.0,10.0,9.0,10.0,9.0,3.85,11,1174,78.0,42.0,31.0
4557,207,64,86.0,9.0,10.0,9.0,9.0,10.0,9.0,5.32,20,1165,95.0,81.0,31.0
4558,4,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.1,9,1188,2.0,1.0,1.0
4559,11,2,93.0,9.0,10.0,10.0,10.0,10.0,9.0,0.28,106,1187,4.0,5.0,2.0
4560,29,8,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.74,51,1181,14.0,11.0,4.0
4561,115,30,96.0,10.0,9.0,10.0,10.0,10.0,9.0,2.9,25,1188,33.0,60.0,22.0
4562,75,20,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1.89,18,1188,33.0,25.0,17.0
4563,4,2,90.0,10.0,10.0,10.0,10.0,10.0,9.0,0.1,45,1154,1.0,2.0,1.0
4564,62,17,85.0,8.0,9.0,9.0,9.0,9.0,8.0,1.56,58,1191,27.0,26.0,9.0
4565,5,0,88.0,9.0,9.0,10.0,10.0,10.0,9.0,0.13,1103,1174,2.0,2.0,1.0
4566,0,0,,,,,,,,,-1,-1,,,
4567,177,60,96.0,10.0,9.0,10.0,10.0,10.0,10.0,4.48,4,1183,85.0,59.0,33.0
4568,149,56,95.0,10.0,10.0,10.0,10.0,9.0,10.0,3.83,3,1166,66.0,62.0,21.0
4569,197,49,99.0,10.0,10.0,10.0,10.0,10.0,10.0,4.95,7,1192,160.0,24.0,13.0
4570,73,35,92.0,9.0,9.0,9.0,10.0,10.0,9.0,1.84,8,1190,41.0,27.0,5.0
4571,13,8,86.0,9.0,9.0,9.0,9.0,10.0,8.0,0.34,30,1145,8.0,2.0,3.0
4572,186,60,90.0,10.0,9.0,10.0,10.0,10.0,9.0,4.69,11,1188,89.0,67.0,30.0
4573,254,87,89.0,9.0,9.0,9.0,9.0,10.0,9.0,6.4,5,1189,138.0,74.0,42.0
4574,93,35,92.0,10.0,10.0,10.0,10.0,9.0,9.0,2.41,12,1156,20.0,63.0,10.0
4575,15,5,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0.44,87,1015,5.0,6.0,4.0
4576,99,40,92.0,10.0,9.0,10.0,10.0,10.0,9.0,2.53,26,1172,50.0,36.0,13.0
4577,18,4,87.0,10.0,10.0,10.0,9.0,9.0,9.0,0.45,102,1189,4.0,7.0,7.0
4578,141,44,90.0,10.0,9.0,9.0,10.0,10.0,9.0,3.64,42,1159,51.0,52.0,38.0
4579,102,27,88.0,9.0,9.0,9.0,9.0,9.0,9.0,2.77,18,1104,43.0,52.0,7.0
4580,109,40,92.0,10.0,9.0,10.0,10.0,10.0,9.0,2.77,18,1180,37.0,43.0,29.0
4581,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.03,1128,1128,0.0,1.0,0.0
4582,39,10,84.0,9.0,9.0,9.0,9.0,9.0,8.0,1.0,26,1173,6.0,30.0,3.0
4583,114,31,95.0,10.0,9.0,10.0,10.0,10.0,9.0,2.87,8,1188,37.0,55.0,22.0
4584,12,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.3,33,1181,3.0,9.0,0.0
4585,0,0,,,,,,,,,-1,-1,,,
4586,64,25,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1.64,14,1167,15.0,47.0,2.0
4587,73,19,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.85,41,1180,57.0,5.0,11.0
4588,153,52,96.0,10.0,10.0,10.0,10.0,10.0,10.0,4.2,2,1090,66.0,56.0,31.0
4589,22,16,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.73,25,907,5.0,10.0,7.0
4590,145,44,99.0,10.0,10.0,10.0,10.0,10.0,10.0,3.67,9,1183,94.0,37.0,14.0
4591,23,2,94.0,9.0,9.0,10.0,9.0,10.0,9.0,0.58,26,1184,14.0,8.0,1.0
4592,14,11,83.0,9.0,9.0,9.0,9.0,10.0,8.0,0.4,24,1054,5.0,8.0,1.0
4593,0,0,,,,,,,,,-1,-1,,,
4594,68,24,94.0,10.0,10.0,10.0,9.0,10.0,10.0,1.73,18,1174,40.0,17.0,11.0
4595,15,1,92.0,10.0,9.0,10.0,10.0,10.0,10.0,0.39,297,1164,6.0,7.0,2.0
4596,153,52,97.0,10.0,10.0,10.0,10.0,10.0,9.0,3.86,9,1188,55.0,90.0,8.0
4597,6,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.17,922,1083,0.0,5.0,1.0
4598,127,54,95.0,9.0,10.0,9.0,10.0,10.0,9.0,3.23,7,1177,90.0,24.0,13.0
4599,87,0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,2.27,439,1147,32.0,46.0,9.0
4600,68,25,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.73,7,1175,35.0,22.0,11.0
4601,54,20,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.38,28,1174,18.0,27.0,9.0
4602,9,1,63.0,7.0,6.0,8.0,7.0,7.0,7.0,0.23,229,1160,3.0,5.0,1.0
4603,76,10,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.94,110,1175,49.0,14.0,13.0
4604,34,2,92.0,10.0,9.0,10.0,10.0,10.0,9.0,0.93,156,1100,25.0,3.0,6.0
4606,251,79,91.0,9.0,9.0,9.0,10.0,10.0,9.0,6.37,5,1181,137.0,59.0,55.0
4607,132,54,94.0,10.0,10.0,10.0,10.0,10.0,9.0,3.37,15,1173,53.0,46.0,33.0
4608,28,17,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0.72,68,1167,12.0,14.0,2.0
4609,89,41,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.87,20,929,51.0,27.0,11.0
4610,33,8,99.0,10.0,10.0,10.0,10.0,10.0,9.0,0.84,96,1172,13.0,16.0,4.0
4611,31,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.79,839,1173,21.0,8.0,2.0
4612,3,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.11,450,847,2.0,1.0,0.0
4613,58,23,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1.66,39,1044,23.0,25.0,10.0
4614,147,27,95.0,10.0,10.0,10.0,10.0,10.0,9.0,3.73,27,1181,62.0,63.0,22.0
4615,200,33,98.0,10.0,10.0,9.0,9.0,10.0,10.0,5.23,169,1146,99.0,54.0,47.0
4616,3,0,80.0,10.0,8.0,10.0,10.0,6.0,8.0,0.08,1129,1153,2.0,1.0,0.0
4617,11,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.73,12,119,3.0,8.0,0.0
4618,7,1,90.0,8.0,8.0,9.0,9.0,9.0,8.0,0.18,251,1165,3.0,3.0,1.0
4619,162,45,99.0,10.0,10.0,10.0,10.0,10.0,10.0,4.14,16,1172,97.0,26.0,39.0
4620,162,43,94.0,10.0,10.0,10.0,10.0,10.0,9.0,4.2,11,1154,57.0,64.0,41.0
4621,155,56,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.97,6,1170,75.0,59.0,21.0
4622,27,2,93.0,10.0,9.0,10.0,10.0,10.0,9.0,0.77,95,1055,4.0,20.0,3.0
4623,255,82,98.0,10.0,10.0,10.0,10.0,10.0,10.0,6.51,3,1174,155.0,70.0,30.0
4624,130,26,92.0,9.0,9.0,10.0,9.0,10.0,8.0,3.66,6,1063,37.0,69.0,24.0
4625,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.03,1117,1117,0.0,1.0,0.0
4626,7,4,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.22,76,973,4.0,0.0,3.0
4627,23,7,96.0,9.0,9.0,10.0,10.0,10.0,10.0,0.8,30,856,14.0,6.0,3.0
4628,154,12,95.0,10.0,9.0,10.0,10.0,10.0,9.0,3.93,4,1174,76.0,49.0,29.0
4629,119,29,93.0,10.0,10.0,10.0,10.0,9.0,9.0,3.12,21,1141,63.0,25.0,31.0
4630,17,0,94.0,10.0,9.0,10.0,10.0,9.0,9.0,0.43,441,1179,6.0,10.0,1.0
4631,274,89,92.0,10.0,9.0,10.0,10.0,10.0,9.0,6.98,10,1175,61.0,172.0,41.0
4632,111,6,93.0,9.0,9.0,10.0,10.0,8.0,9.0,2.83,131,1175,36.0,51.0,24.0
4633,29,28,84.0,9.0,9.0,10.0,10.0,10.0,9.0,0.82,33,1065,7.0,17.0,5.0
4634,51,11,95.0,10.0,9.0,10.0,10.0,9.0,9.0,1.3,100,1174,12.0,35.0,4.0
4635,2,1,90.0,8.0,8.0,10.0,9.0,10.0,8.0,0.06,4,1076,2.0,0.0,0.0
4636,13,10,85.0,9.0,9.0,10.0,10.0,10.0,8.0,0.41,33,949,3.0,8.0,2.0
4637,1,0,80.0,8.0,10.0,10.0,10.0,10.0,10.0,0.03,1164,1164,1.0,0.0,0.0
4638,33,19,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.88,14,1126,22.0,8.0,3.0
4639,13,0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0.34,375,1146,5.0,8.0,0.0
4640,61,24,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1.56,8,1174,25.0,25.0,11.0
4641,269,94,94.0,10.0,10.0,10.0,10.0,9.0,9.0,6.82,2,1181,78.0,158.0,33.0
4642,38,0,97.0,10.0,10.0,9.0,10.0,9.0,10.0,0.97,638,1172,7.0,27.0,4.0
4643,84,0,84.0,9.0,8.0,9.0,9.0,9.0,9.0,2.15,451,1171,30.0,42.0,12.0
4644,85,15,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2.22,179,1146,51.0,17.0,17.0
4645,14,4,97.0,10.0,10.0,10.0,9.0,10.0,10.0,0.38,31,1102,8.0,6.0,0.0
4646,212,61,99.0,10.0,10.0,10.0,10.0,10.0,10.0,5.45,12,1165,178.0,15.0,19.0
4647,90,42,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2.31,11,1167,31.0,45.0,14.0
4648,51,14,92.0,9.0,9.0,9.0,10.0,10.0,9.0,1.31,40,1167,30.0,17.0,4.0
4649,0,0,,,,,,,,,-1,-1,,,
4650,130,41,92.0,9.0,10.0,10.0,10.0,10.0,9.0,3.31,7,1176,85.0,32.0,13.0
4651,9,0,93.0,9.0,10.0,10.0,10.0,10.0,9.0,0.26,593,1048,3.0,6.0,0.0
4652,138,51,90.0,10.0,10.0,10.0,10.0,9.0,9.0,3.54,16,1167,25.0,84.0,29.0
4653,138,28,94.0,9.0,10.0,9.0,10.0,9.0,9.0,3.51,37,1177,81.0,45.0,12.0
4654,34,10,96.0,10.0,10.0,9.0,9.0,9.0,10.0,0.97,40,1045,5.0,24.0,5.0
4655,18,1,95.0,10.0,9.0,10.0,10.0,9.0,10.0,0.48,285,1132,5.0,11.0,2.0
4656,37,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.98,90,1125,26.0,8.0,3.0
4657,70,5,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.79,58,1174,14.0,46.0,10.0
4658,219,52,95.0,9.0,10.0,10.0,10.0,10.0,9.0,5.58,40,1175,181.0,19.0,19.0
4659,57,10,86.0,9.0,8.0,10.0,9.0,10.0,8.0,1.47,69,1165,28.0,21.0,8.0
4660,5,0,87.0,9.0,7.0,9.0,9.0,9.0,9.0,0.15,612,985,3.0,2.0,0.0
4661,114,31,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.93,2,1167,37.0,49.0,28.0
4662,114,63,95.0,10.0,10.0,10.0,10.0,9.0,9.0,3.9,13,875,40.0,54.0,20.0
4663,11,8,87.0,9.0,8.0,10.0,9.0,10.0,9.0,0.28,40,1174,2.0,8.0,1.0
4664,30,4,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.86,7,1046,22.0,7.0,1.0
4665,130,54,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.36,15,1160,82.0,29.0,19.0
4666,11,0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0.28,831,1165,3.0,4.0,4.0
4667,237,64,94.0,10.0,9.0,9.0,10.0,10.0,9.0,6.12,18,1159,142.0,65.0,30.0
4668,65,21,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1.76,8,1104,11.0,49.0,5.0
4669,130,39,95.0,9.0,9.0,10.0,10.0,10.0,9.0,3.34,9,1164,101.0,17.0,12.0
4670,277,96,94.0,9.0,9.0,9.0,9.0,10.0,9.0,7.42,9,1118,146.0,92.0,39.0
4671,101,45,94.0,10.0,9.0,10.0,10.0,10.0,9.0,2.59,4,1166,33.0,52.0,16.0
4672,32,3,82.0,9.0,8.0,9.0,9.0,9.0,9.0,0.82,33,1172,11.0,18.0,3.0
4673,0,0,,,,,,,,,-1,-1,,,
4674,91,37,95.0,10.0,10.0,10.0,10.0,10.0,9.0,2.4,18,1135,29.0,35.0,27.0
4675,0,0,,,,,,,,,-1,-1,,,
4676,7,3,91.0,9.0,9.0,10.0,10.0,10.0,9.0,0.18,103,1173,1.0,5.0,1.0
4677,55,10,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.41,0,1166,18.0,26.0,11.0
4678,73,15,96.0,10.0,9.0,10.0,10.0,9.0,10.0,1.86,151,1177,16.0,51.0,6.0
4679,37,8,93.0,10.0,10.0,10.0,10.0,10.0,10.0,0.95,59,1169,17.0,17.0,3.0
4680,0,0,,,,,,,,,-1,-1,,,
4681,290,91,97.0,10.0,10.0,10.0,10.0,10.0,10.0,7.4,3,1174,230.0,36.0,24.0
4682,39,8,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1.02,32,1147,23.0,8.0,8.0
4683,0,0,,,,,,,,,-1,-1,,,
4684,227,75,98.0,10.0,10.0,10.0,10.0,10.0,10.0,5.98,40,1137,84.0,117.0,26.0
4685,7,7,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1.59,67,130,4.0,3.0,0.0
4687,36,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.92,540,1167,9.0,23.0,4.0
4688,55,6,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1.46,54,1130,21.0,30.0,4.0
4689,13,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.35,19,1103,6.0,4.0,3.0
4690,126,43,99.0,10.0,10.0,10.0,10.0,10.0,10.0,3.24,11,1165,82.0,32.0,12.0
4691,7,7,100.0,10.0,10.0,10.0,10.0,9.0,9.0,2.02,21,102,1.0,5.0,1.0
4692,71,26,87.0,9.0,9.0,9.0,9.0,9.0,9.0,1.82,32,1167,13.0,51.0,7.0
