id,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,days_since_last_review,days_since_first_review,number_of_reviews_en,number_of_reviews_es,number_of_reviews_otros
12693,46,44,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.68,46,373,27.0,8.0,11.0
12694,27,25,93.0,9.0,10.0,10.0,10.0,8.0,10.0,2.06,32,391,7.0,18.0,2.0
12695,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.27,32,221,1.0,1.0,0.0
12696,4,3,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.32,13,373,3.0,1.0,0.0
12697,0,0,,,,,,,,,-1,-1,,,
12698,90,78,93.0,9.0,10.0,10.0,10.0,10.0,9.0,6.73,9,399,35.0,48.0,7.0
12699,17,15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.28,45,397,11.0,5.0,1.0
12700,10,4,96.0,9.0,10.0,10.0,10.0,9.0,9.0,0.75,333,396,4.0,5.0,1.0
12701,16,14,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.25,77,383,3.0,12.0,1.0
12702,0,0,,,,,,,,,-1,-1,,,
12703,1,0,,,,,,,,0.07,403,403,1.0,0.0,0.0
12704,10,10,98.0,10.0,9.0,10.0,10.0,10.0,9.0,1.13,32,264,6.0,2.0,2.0
12705,16,15,94.0,9.0,10.0,9.0,9.0,9.0,9.0,1.27,8,375,8.0,8.0,0.0
12706,3,2,93.0,10.0,10.0,10.0,10.0,9.0,8.0,0.23,118,390,1.0,2.0,0.0
12707,15,14,83.0,9.0,9.0,9.0,9.0,10.0,9.0,1.19,129,377,9.0,3.0,3.0
12708,59,54,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4.52,3,390,17.0,34.0,8.0
12709,124,118,97.0,10.0,10.0,10.0,10.0,10.0,10.0,9.49,7,390,28.0,78.0,18.0
12710,2,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.15,398,403,1.0,1.0,0.0
12711,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.14,220,220,1.0,0.0,0.0
12712,78,76,98.0,10.0,10.0,10.0,10.0,10.0,10.0,6.16,4,378,65.0,7.0,6.0
12713,60,53,80.0,9.0,8.0,9.0,9.0,10.0,8.0,4.51,4,397,16.0,34.0,10.0
12714,16,15,91.0,10.0,10.0,10.0,10.0,10.0,9.0,1.28,52,374,5.0,6.0,5.0
12715,0,0,,,,,,,,,-1,-1,,,
12716,2,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.15,309,389,1.0,1.0,0.0
12717,47,42,94.0,10.0,10.0,10.0,10.0,10.0,9.0,3.53,10,398,27.0,10.0,10.0
12718,34,32,99.0,10.0,9.0,10.0,10.0,10.0,10.0,2.53,22,401,14.0,9.0,11.0
12719,23,21,93.0,10.0,10.0,9.0,9.0,9.0,10.0,1.73,9,396,6.0,10.0,7.0
12720,4,4,90.0,10.0,10.0,10.0,10.0,10.0,10.0,0.45,75,263,1.0,3.0,0.0
12721,23,17,79.0,9.0,7.0,9.0,9.0,10.0,8.0,1.72,14,399,3.0,11.0,9.0
12722,16,12,90.0,10.0,9.0,10.0,10.0,10.0,9.0,1.22,147,393,4.0,9.0,3.0
12723,2,1,100.0,10.0,9.0,10.0,10.0,9.0,9.0,0.16,247,371,1.0,1.0,0.0
12724,0,0,,,,,,,,,-1,-1,,,
12725,11,11,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,74,327,5.0,5.0,1.0
12726,46,40,99.0,10.0,10.0,10.0,10.0,10.0,10.0,3.47,5,396,28.0,10.0,8.0
12727,7,7,89.0,9.0,8.0,10.0,10.0,10.0,9.0,0.76,21,275,2.0,4.0,1.0
12728,28,28,94.0,10.0,9.0,10.0,9.0,9.0,9.0,2.31,8,361,13.0,8.0,7.0
12729,28,26,87.0,9.0,9.0,10.0,9.0,10.0,9.0,2.12,37,394,13.0,11.0,4.0
12730,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.08,395,395,0.0,1.0,0.0
12731,50,47,94.0,10.0,10.0,9.0,10.0,10.0,9.0,3.96,5,377,15.0,30.0,5.0
12732,1,0,100.0,10.0,10.0,8.0,10.0,10.0,8.0,0.08,372,372,0.0,1.0,0.0
12733,0,0,,,,,,,,,-1,-1,,,
12734,15,14,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1.21,30,369,4.0,8.0,3.0
12735,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.08,396,396,0.0,1.0,0.0
12736,0,0,,,,,,,,,-1,-1,,,
12737,2,2,100.0,10.0,9.0,10.0,10.0,10.0,9.0,0.39,82,152,0.0,1.0,1.0
12738,1,0,100.0,10.0,10.0,8.0,10.0,10.0,10.0,0.08,367,367,0.0,1.0,0.0
12739,0,0,,,,,,,,,-1,-1,,,
12740,1,1,80.0,8.0,8.0,8.0,10.0,10.0,10.0,0.41,71,71,1.0,0.0,0.0
12741,0,0,,,,,,,,,-1,-1,,,
12742,10,10,90.0,9.0,9.0,10.0,10.0,10.0,9.0,1.41,33,211,4.0,6.0,0.0
12743,40,39,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.15,5,379,24.0,10.0,6.0
12744,24,23,88.0,9.0,9.0,9.0,9.0,9.0,9.0,1.87,15,383,9.0,13.0,2.0
12745,21,17,71.0,9.0,8.0,9.0,9.0,9.0,7.0,1.57,97,399,3.0,13.0,5.0
12746,1,1,100.0,8.0,10.0,10.0,10.0,10.0,8.0,0.11,269,269,0.0,1.0,0.0
12747,5,3,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0.38,133,396,1.0,2.0,2.0
12748,78,73,96.0,10.0,9.0,9.0,9.0,10.0,9.0,5.89,9,395,48.0,13.0,17.0
12749,2,0,60.0,6.0,10.0,10.0,10.0,6.0,6.0,0.15,376,400,2.0,0.0,0.0
12750,0,0,,,,,,,,,-1,-1,,,
12751,2,1,100.0,10.0,10.0,10.0,8.0,10.0,10.0,0.15,102,395,2.0,0.0,0.0
12752,74,72,96.0,10.0,10.0,10.0,10.0,10.0,10.0,5.86,7,377,60.0,5.0,9.0
12753,43,40,85.0,9.0,9.0,9.0,9.0,10.0,8.0,3.24,33,396,17.0,18.0,8.0
12754,30,26,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2.26,28,396,13.0,11.0,6.0
12755,61,51,95.0,10.0,10.0,10.0,10.0,10.0,9.0,4.68,32,389,14.0,40.0,7.0
12756,8,8,95.0,9.0,9.0,10.0,9.0,9.0,10.0,0.98,24,244,3.0,4.0,1.0
12757,24,22,88.0,10.0,9.0,10.0,10.0,10.0,9.0,1.81,166,395,10.0,11.0,3.0
12758,65,61,83.0,9.0,8.0,10.0,9.0,10.0,8.0,4.9,36,396,34.0,24.0,7.0
12759,12,12,90.0,9.0,10.0,9.0,10.0,10.0,9.0,1.15,33,310,4.0,6.0,2.0
12760,3,0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.23,375,390,1.0,2.0,0.0
12761,1,0,,,,,,,,0.07,400,400,1.0,0.0,0.0
12762,0,0,,,,,,,,,-1,-1,,,
12763,0,0,,,,,,,,,-1,-1,,,
12764,27,21,88.0,9.0,9.0,10.0,10.0,10.0,9.0,2.04,68,396,7.0,17.0,3.0
12765,19,16,91.0,9.0,10.0,10.0,10.0,9.0,9.0,1.43,5,396,4.0,14.0,1.0
12766,0,0,,,,,,,,,-1,-1,,,
12767,56,52,95.0,10.0,10.0,10.0,10.0,10.0,10.0,4.22,19,396,27.0,23.0,6.0
12768,0,0,,,,,,,,,-1,-1,,,
12769,68,66,96.0,10.0,10.0,10.0,10.0,10.0,10.0,5.2,4,390,42.0,8.0,18.0
12770,24,23,83.0,9.0,9.0,10.0,10.0,10.0,8.0,1.92,85,373,13.0,8.0,3.0
12771,1,1,80.0,8.0,8.0,10.0,8.0,8.0,8.0,0.1,312,312,0.0,1.0,0.0
12772,15,15,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.66,26,121,6.0,7.0,2.0
12773,107,97,97.0,10.0,10.0,10.0,10.0,10.0,9.0,8.05,14,397,32.0,57.0,18.0
12774,3,2,100.0,9.0,9.0,10.0,10.0,9.0,8.0,0.23,100,396,2.0,1.0,0.0
12775,19,17,94.0,10.0,10.0,10.0,10.0,10.0,9.0,1.51,176,376,15.0,4.0,0.0
12776,42,40,91.0,9.0,9.0,9.0,9.0,10.0,9.0,3.32,19,378,23.0,8.0,11.0
12777,3,2,80.0,10.0,6.0,10.0,10.0,10.0,9.0,0.23,250,398,0.0,2.0,1.0
12778,25,24,91.0,10.0,9.0,10.0,10.0,10.0,9.0,2.01,33,372,9.0,14.0,2.0
12779,85,81,96.0,10.0,10.0,10.0,10.0,10.0,9.0,6.51,11,390,33.0,35.0,17.0
12780,0,0,,,,,,,,,-1,-1,,,
12781,2,0,100.0,10.0,8.0,10.0,10.0,9.0,9.0,0.15,373,396,0.0,2.0,0.0
12782,73,69,98.0,10.0,10.0,10.0,10.0,10.0,10.0,5.5,5,396,39.0,20.0,14.0
12783,54,54,97.0,10.0,10.0,10.0,10.0,10.0,9.0,4.63,15,348,17.0,30.0,7.0
12784,81,78,99.0,10.0,10.0,10.0,10.0,10.0,10.0,6.43,4,376,63.0,9.0,9.0
12785,39,37,90.0,9.0,10.0,9.0,9.0,10.0,9.0,3.08,19,378,18.0,16.0,5.0
12786,39,39,94.0,9.0,10.0,9.0,10.0,10.0,10.0,3.27,26,356,25.0,14.0,0.0
12787,0,0,,,,,,,,,-1,-1,,,
12788,89,84,98.0,10.0,10.0,10.0,10.0,10.0,10.0,6.69,5,397,46.0,30.0,13.0
12789,35,31,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.63,26,397,14.0,18.0,3.0
12790,0,0,,,,,,,,,-1,-1,,,
12791,5,4,90.0,9.0,9.0,10.0,8.0,10.0,8.0,0.4,110,374,2.0,2.0,1.0
12792,4,2,90.0,10.0,9.0,8.0,10.0,10.0,9.0,0.31,208,388,0.0,1.0,3.0
12793,47,46,94.0,10.0,10.0,10.0,10.0,10.0,9.0,3.76,12,373,30.0,15.0,2.0
12794,1,0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0.08,367,367,0.0,1.0,0.0
12795,0,0,,,,,,,,,-1,-1,,,
12796,17,15,99.0,10.0,10.0,10.0,10.0,10.0,9.0,1.35,8,376,5.0,9.0,3.0
12797,3,0,,,,,,,,0.23,387,387,3.0,0.0,0.0
12798,42,40,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.32,10,378,24.0,14.0,4.0
12799,11,8,98.0,10.0,9.0,10.0,10.0,9.0,10.0,0.88,123,375,2.0,7.0,2.0
12800,1,1,40.0,4.0,4.0,10.0,2.0,6.0,8.0,0.13,221,221,1.0,0.0,0.0
12801,3,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.29,7,305,3.0,0.0,0.0
12802,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.08,373,373,0.0,0.0,1.0
12803,0,0,,,,,,,,,-1,-1,,,
12804,0,0,,,,,,,,,-1,-1,,,
12805,0,0,,,,,,,,,-1,-1,,,
12806,86,78,86.0,9.0,8.0,9.0,9.0,10.0,8.0,6.47,14,397,34.0,42.0,10.0
12807,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.08,393,393,0.0,0.0,1.0
12809,1,1,100.0,10.0,10.0,10.0,8.0,10.0,10.0,0.33,90,90,0.0,1.0,0.0
12810,34,33,94.0,10.0,9.0,10.0,10.0,10.0,10.0,2.64,10,384,11.0,16.0,7.0
12811,29,27,87.0,9.0,10.0,9.0,9.0,9.0,9.0,2.31,103,375,8.0,18.0,3.0
12812,7,6,91.0,10.0,8.0,9.0,9.0,10.0,9.0,0.56,82,373,2.0,3.0,2.0
12813,26,25,86.0,9.0,9.0,9.0,8.0,10.0,9.0,2.1,18,370,11.0,10.0,5.0
12814,30,27,80.0,9.0,9.0,9.0,9.0,10.0,8.0,2.35,16,381,11.0,14.0,5.0
12815,13,13,85.0,10.0,9.0,9.0,9.0,10.0,9.0,1.11,112,349,7.0,3.0,3.0
12816,17,15,91.0,9.0,9.0,8.0,9.0,10.0,9.0,1.3,26,390,10.0,5.0,2.0
12817,25,25,89.0,10.0,9.0,9.0,9.0,10.0,9.0,2.14,41,349,17.0,6.0,2.0
12818,7,6,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.55,9,377,5.0,1.0,1.0
12819,0,0,,,,,,,,,-1,-1,,,
12820,18,18,93.0,10.0,9.0,10.0,10.0,9.0,9.0,1.65,70,326,8.0,9.0,1.0
12821,24,22,94.0,10.0,9.0,9.0,9.0,9.0,9.0,1.92,7,373,16.0,7.0,1.0
12822,34,32,94.0,10.0,10.0,10.0,10.0,10.0,10.0,2.6,28,390,15.0,11.0,8.0
12823,40,39,96.0,10.0,10.0,10.0,10.0,10.0,10.0,3.24,12,368,14.0,17.0,9.0
12824,56,56,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4.59,3,364,23.0,29.0,4.0
12825,19,11,76.0,8.0,8.0,7.0,8.0,9.0,8.0,1.46,57,388,4.0,12.0,3.0
12826,121,113,96.0,10.0,10.0,10.0,10.0,10.0,10.0,9.21,0,392,40.0,65.0,16.0
12827,21,19,92.0,9.0,9.0,10.0,10.0,10.0,9.0,1.64,21,382,7.0,12.0,2.0
12828,63,62,99.0,10.0,10.0,10.0,10.0,10.0,10.0,4.82,6,390,26.0,32.0,5.0
12829,14,14,94.0,10.0,9.0,10.0,10.0,10.0,9.0,1.47,78,284,2.0,7.0,5.0
12830,5,5,92.0,10.0,10.0,9.0,10.0,10.0,10.0,1.85,25,79,2.0,2.0,1.0
12832,3,3,80.0,9.0,9.0,9.0,9.0,9.0,8.0,0.27,57,328,0.0,2.0,1.0
12833,0,0,,,,,,,,,-1,-1,,,
12834,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.23,126,126,0.0,1.0,0.0
12835,0,0,,,,,,,,,-1,-1,,,
12836,50,44,86.0,9.0,9.0,9.0,9.0,9.0,9.0,3.83,39,390,30.0,12.0,8.0
12837,1,1,80.0,2.0,10.0,10.0,8.0,8.0,8.0,0.13,221,221,1.0,0.0,0.0
12838,34,34,85.0,9.0,9.0,10.0,9.0,10.0,8.0,2.81,3,361,10.0,13.0,11.0
12839,10,9,94.0,9.0,9.0,9.0,9.0,9.0,9.0,0.81,13,369,0.0,8.0,2.0
12840,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.09,333,333,1.0,0.0,0.0
12841,46,43,97.0,10.0,10.0,9.0,10.0,10.0,10.0,3.64,26,377,19.0,20.0,7.0
12842,24,17,95.0,9.0,10.0,10.0,10.0,9.0,10.0,1.84,56,389,7.0,13.0,4.0
12843,21,21,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.95,26,321,9.0,10.0,2.0
12844,25,25,91.0,10.0,10.0,9.0,9.0,10.0,9.0,2.33,29,320,10.0,9.0,6.0
12845,1,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0.15,202,202,0.0,1.0,0.0
12846,0,0,,,,,,,,,-1,-1,,,
12847,39,38,89.0,9.0,9.0,10.0,9.0,9.0,9.0,3.12,4,373,4.0,30.0,5.0
12848,49,47,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.75,0,391,10.0,33.0,6.0
12849,67,66,99.0,10.0,10.0,10.0,10.0,10.0,10.0,5.25,12,381,52.0,9.0,6.0
12850,2,0,100.0,10.0,9.0,10.0,10.0,10.0,9.0,0.16,370,377,1.0,0.0,1.0
12851,42,40,96.0,10.0,10.0,10.0,10.0,10.0,9.0,3.21,15,390,16.0,25.0,1.0
12852,1,0,100.0,10.0,10.0,8.0,10.0,10.0,10.0,0.08,383,383,0.0,1.0,0.0
12853,1,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0.08,359,359,1.0,0.0,0.0
12854,41,38,96.0,10.0,9.0,10.0,10.0,10.0,9.0,3.15,12,389,16.0,19.0,6.0
12855,50,46,84.0,9.0,9.0,10.0,9.0,10.0,9.0,3.83,15,390,19.0,20.0,11.0
12856,2,2,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1.11,19,53,1.0,1.0,0.0
12857,11,11,98.0,9.0,10.0,10.0,10.0,10.0,9.0,1.01,67,327,7.0,4.0,0.0
12858,7,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.64,12,329,6.0,0.0,1.0
12859,2,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.37,110,161,0.0,0.0,2.0
12860,9,9,96.0,10.0,10.0,10.0,9.0,9.0,9.0,0.84,36,319,4.0,3.0,2.0
12861,18,18,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1.55,176,347,11.0,3.0,4.0
12862,2,2,90.0,9.0,9.0,9.0,9.0,8.0,9.0,0.47,76,128,0.0,2.0,0.0
12863,16,16,96.0,10.0,10.0,10.0,10.0,9.0,9.0,1.35,30,355,10.0,3.0,3.0
12864,31,30,92.0,10.0,9.0,10.0,10.0,10.0,9.0,2.46,28,376,13.0,12.0,6.0
12865,47,46,94.0,9.0,10.0,9.0,9.0,10.0,9.0,3.77,9,372,15.0,20.0,12.0
12866,42,39,91.0,10.0,9.0,10.0,10.0,10.0,9.0,3.35,6,374,11.0,21.0,10.0
12867,40,40,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.96,9,301,19.0,13.0,8.0
12868,96,92,90.0,10.0,9.0,10.0,9.0,9.0,9.0,7.48,4,383,38.0,37.0,21.0
12869,10,9,98.0,10.0,9.0,10.0,9.0,10.0,9.0,0.77,21,388,8.0,2.0,0.0
12870,41,41,96.0,10.0,9.0,10.0,10.0,10.0,10.0,3.45,3,355,10.0,25.0,6.0
12871,6,5,93.0,9.0,9.0,10.0,10.0,10.0,9.0,0.48,32,373,5.0,0.0,1.0
12872,98,97,90.0,9.0,10.0,9.0,9.0,9.0,9.0,7.88,14,371,31.0,56.0,11.0
12873,156,153,86.0,9.0,9.0,9.0,9.0,9.0,8.0,12.58,14,370,51.0,78.0,27.0
12874,15,13,79.0,9.0,9.0,9.0,9.0,10.0,9.0,1.2,33,374,11.0,3.0,1.0
12875,19,17,87.0,9.0,9.0,9.0,9.0,9.0,8.0,1.52,12,373,3.0,12.0,4.0
12876,57,56,97.0,10.0,10.0,9.0,10.0,10.0,10.0,4.58,7,371,31.0,20.0,6.0
12877,21,21,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.88,9,333,15.0,4.0,2.0
12878,66,66,94.0,10.0,9.0,10.0,10.0,10.0,9.0,6.04,4,326,31.0,27.0,8.0
12879,37,36,92.0,9.0,9.0,10.0,9.0,9.0,9.0,2.95,15,374,22.0,7.0,8.0
12880,4,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.32,221,371,2.0,0.0,2.0
12881,0,0,,,,,,,,,-1,-1,,,
12882,38,36,84.0,9.0,8.0,9.0,9.0,9.0,9.0,3.04,7,373,16.0,17.0,5.0
12883,49,49,85.0,9.0,9.0,9.0,10.0,9.0,9.0,4.05,6,361,20.0,24.0,5.0
12884,81,77,93.0,10.0,9.0,10.0,10.0,10.0,9.0,6.43,4,376,42.0,15.0,24.0
12885,53,53,91.0,9.0,9.0,10.0,10.0,10.0,9.0,4.44,12,357,35.0,6.0,12.0
12886,43,43,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.61,18,355,29.0,12.0,2.0
12887,19,19,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1.83,46,310,8.0,5.0,6.0
12888,0,0,,,,,,,,,-1,-1,,,
12889,11,9,91.0,9.0,10.0,10.0,9.0,10.0,8.0,0.87,7,376,8.0,2.0,1.0
12890,92,88,94.0,10.0,9.0,10.0,10.0,10.0,9.0,7.04,14,390,40.0,39.0,13.0
12891,56,56,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4.8,17,349,28.0,25.0,3.0
12892,9,8,98.0,10.0,9.0,10.0,10.0,9.0,10.0,0.72,19,372,1.0,3.0,5.0
12893,9,8,93.0,9.0,10.0,10.0,10.0,9.0,9.0,0.69,33,391,6.0,3.0,0.0
12894,13,13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4.29,2,89,3.0,4.0,6.0
12895,32,30,90.0,10.0,10.0,10.0,9.0,10.0,9.0,2.53,8,378,17.0,9.0,6.0
12896,80,74,96.0,10.0,9.0,10.0,10.0,10.0,10.0,6.12,17,390,39.0,32.0,9.0
12897,26,25,96.0,10.0,10.0,10.0,10.0,10.0,9.0,2.07,27,375,13.0,12.0,1.0
12899,22,22,90.0,10.0,10.0,10.0,10.0,10.0,9.0,2.01,61,326,9.0,10.0,3.0
12901,41,41,96.0,10.0,10.0,10.0,10.0,10.0,10.0,3.45,10,355,24.0,8.0,9.0
12902,16,15,96.0,10.0,9.0,10.0,10.0,10.0,9.0,1.28,7,372,6.0,8.0,2.0
12903,30,30,95.0,10.0,9.0,10.0,10.0,10.0,9.0,2.57,22,348,7.0,15.0,8.0
12904,0,0,,,,,,,,,-1,-1,,,
12905,4,3,90.0,10.0,10.0,10.0,9.0,10.0,9.0,0.32,80,368,1.0,2.0,1.0
12906,2,1,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.16,344,373,1.0,1.0,0.0
12907,42,41,88.0,9.0,9.0,9.0,9.0,10.0,9.0,3.39,37,370,14.0,22.0,6.0
12908,45,44,90.0,9.0,9.0,10.0,10.0,10.0,9.0,3.6,24,373,9.0,28.0,8.0
12909,64,64,93.0,10.0,9.0,10.0,10.0,10.0,9.0,5.38,9,355,41.0,11.0,12.0
12910,56,53,96.0,10.0,10.0,10.0,10.0,10.0,10.0,4.33,8,386,20.0,29.0,7.0
12911,7,5,91.0,9.0,8.0,9.0,10.0,10.0,9.0,0.56,223,376,0.0,6.0,1.0
12912,0,0,,,,,,,,,-1,-1,,,
12913,32,31,90.0,9.0,9.0,10.0,10.0,10.0,9.0,2.47,44,387,17.0,13.0,2.0
12914,0,0,,,,,,,,,-1,-1,,,
12915,36,36,81.0,9.0,8.0,9.0,9.0,9.0,8.0,2.95,24,364,8.0,23.0,5.0
12916,35,34,92.0,9.0,10.0,10.0,9.0,9.0,9.0,2.82,4,372,10.0,16.0,9.0
12917,0,0,,,,,,,,,-1,-1,,,
12918,35,34,95.0,9.0,10.0,10.0,10.0,10.0,9.0,2.78,26,377,11.0,16.0,8.0
12919,34,33,88.0,9.0,9.0,10.0,10.0,10.0,9.0,2.7,18,377,10.0,19.0,5.0
12920,3,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.26,94,345,0.0,2.0,1.0
12921,6,6,63.0,8.0,5.0,8.0,8.0,10.0,6.0,1.03,76,174,0.0,2.0,4.0
12922,0,0,,,,,,,,,-1,-1,,,
12923,8,8,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0.98,40,244,4.0,1.0,3.0
12924,46,44,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.63,11,378,28.0,13.0,5.0
12925,5,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.68,48,220,2.0,2.0,1.0
12926,18,18,87.0,8.0,10.0,10.0,10.0,9.0,9.0,2.08,33,257,9.0,5.0,4.0
12927,47,46,94.0,10.0,10.0,10.0,10.0,10.0,10.0,3.77,18,372,17.0,24.0,6.0
12928,28,26,89.0,9.0,9.0,9.0,9.0,9.0,9.0,2.22,17,376,12.0,14.0,2.0
12929,1,0,20.0,2.0,10.0,2.0,2.0,4.0,2.0,0.08,376,376,1.0,0.0,0.0
12930,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.09,316,316,1.0,0.0,0.0
12931,2,2,70.0,8.0,5.0,10.0,10.0,10.0,7.0,0.33,160,180,0.0,2.0,0.0
12932,3,2,80.0,10.0,5.0,8.0,7.0,9.0,7.0,0.24,103,372,0.0,2.0,1.0
12933,4,3,85.0,10.0,10.0,9.0,10.0,9.0,10.0,0.32,197,371,2.0,2.0,0.0
12934,6,6,73.0,8.0,10.0,9.0,9.0,10.0,8.0,0.72,166,249,4.0,2.0,0.0
12935,41,41,92.0,10.0,9.0,10.0,10.0,10.0,9.0,3.38,8,362,16.0,21.0,4.0
12936,8,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9,6,264,4.0,4.0,0.0
12937,20,20,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.67,78,358,7.0,11.0,2.0
12938,44,40,93.0,10.0,9.0,10.0,10.0,10.0,9.0,3.47,7,378,16.0,24.0,4.0
12939,0,0,,,,,,,,,-1,-1,,,
12940,55,55,94.0,10.0,9.0,10.0,10.0,10.0,9.0,4.55,19,361,30.0,18.0,7.0
12941,3,2,40.0,5.0,7.0,7.0,7.0,7.0,4.0,0.24,9,376,1.0,1.0,1.0
12942,43,43,94.0,10.0,9.0,10.0,10.0,10.0,9.0,3.68,16,349,20.0,15.0,8.0
12943,17,15,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1.36,19,373,4.0,11.0,2.0
12944,30,28,89.0,9.0,9.0,9.0,9.0,9.0,9.0,2.41,7,372,7.0,16.0,7.0
12945,2,2,100.0,10.0,10.0,10.0,9.0,10.0,10.0,0.18,253,337,1.0,1.0,0.0
12946,54,52,89.0,9.0,9.0,9.0,9.0,10.0,9.0,4.31,20,374,13.0,31.0,10.0
12947,38,38,92.0,10.0,9.0,10.0,10.0,10.0,9.0,3.21,2,353,18.0,12.0,8.0
12948,16,16,99.0,10.0,9.0,10.0,10.0,10.0,10.0,1.43,8,334,3.0,11.0,2.0
12949,49,49,96.0,10.0,10.0,10.0,10.0,10.0,9.0,4.26,14,343,27.0,14.0,8.0
12950,4,4,85.0,9.0,8.0,10.0,10.0,10.0,8.0,0.38,94,313,3.0,1.0,0.0
12951,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.47,62,62,0.0,1.0,0.0
12952,26,26,86.0,9.0,9.0,9.0,10.0,10.0,9.0,2.28,54,340,8.0,16.0,2.0
12953,10,10,96.0,10.0,9.0,10.0,10.0,10.0,9.0,1.13,8,263,1.0,7.0,2.0
12954,26,22,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2.02,149,386,6.0,19.0,1.0
12955,1,1,100.0,10.0,10.0,10.0,8.0,10.0,8.0,0.09,344,344,1.0,0.0,0.0
12956,0,0,,,,,,,,,-1,-1,,,
12957,48,46,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.8,5,377,24.0,17.0,7.0
12958,75,70,93.0,10.0,10.0,10.0,10.0,10.0,9.0,5.89,5,380,18.0,41.0,16.0
12959,4,4,85.0,9.0,9.0,10.0,9.0,10.0,9.0,0.34,26,355,2.0,2.0,0.0
12960,2,1,80.0,10.0,9.0,10.0,10.0,8.0,7.0,0.16,49,377,0.0,0.0,2.0
12961,0,0,,,,,,,,,-1,-1,,,
12962,4,2,80.0,10.0,10.0,9.0,10.0,10.0,9.0,0.32,141,376,0.0,2.0,2.0
12963,51,50,96.0,10.0,10.0,10.0,10.0,10.0,9.0,3.99,5,381,24.0,15.0,12.0
12964,9,9,93.0,9.0,9.0,10.0,9.0,10.0,10.0,1.54,5,173,2.0,4.0,3.0
12965,16,15,93.0,10.0,10.0,10.0,10.0,9.0,9.0,1.24,5,386,13.0,1.0,2.0
12966,27,25,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.15,187,376,10.0,15.0,2.0
12967,8,7,90.0,9.0,9.0,9.0,10.0,10.0,9.0,0.64,50,372,1.0,6.0,1.0
12968,25,25,94.0,10.0,10.0,9.0,10.0,10.0,9.0,2.07,72,361,13.0,10.0,2.0
